EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Neuroticism,E1(1),E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
671,1,,,,,,4,4,3,4,3,4,4,4,2,5,4,3,3,3,3,2,4,3,5,3,5,4,1,4,2,3,2,3,3,2,2,5,4,2,1,1,2,3,1,3,2,3,5,2,3,1,3,2,4,3
675,1,,,,,,1,3,1,4,2,4,1,5,1,5,3,3,3,4,3,2,2,1,3,1,3,1,3,2,5,2,5,2,1,3,3,3,3,3,2,2,5,3,3,4,5,1,5,1,5,1,3,4,5,5
677,1,,,,,,1,5,3,3,1,4,1,3,1,2,4,2,5,3,2,3,2,2,1,2,5,2,1,5,1,5,5,3,5,2,4,1,3,2,2,3,2,2,2,2,3,2,4,4,1,3,2,1,1,2
679,1,,,,,,1,3,3,4,3,1,1,4,1,4,3,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,5,4,1,5,1,4,1,5,2,4,4,4,1,4,5,5,1,5,4,5,5
680,2,,,,,,3,1,4,3,5,1,4,3,3,3,4,4,4,2,3,3,3,3,3,3,2,5,3,5,2,4,1,4,5,4,4,1,5,3,2,1,5,1,5,5,4,1,5,2,5,1,4,4,5,5
682,1,,,,,,2,3,3,3,1,1,1,4,3,4,5,2,5,3,1,1,2,1,2,2,1,5,1,5,1,5,1,5,5,5,5,1,5,1,3,4,5,1,4,5,5,1,5,1,5,1,5,5,5,5
683,1,,,,,,1,5,2,5,2,2,1,5,4,5,4,3,4,1,1,2,4,4,3,4,2,4,3,5,2,3,1,4,4,4,3,2,4,4,2,3,3,4,3,4,5,2,5,1,3,1,5,5,5,5
684,1,,,,,,4,1,5,1,5,1,5,2,4,2,2,4,2,4,4,2,2,1,1,1,1,5,1,5,1,5,1,4,5,4,3,3,4,3,2,3,3,1,4,4,4,1,5,1,4,1,4,3,5,5
686,1,,,,,,1,5,4,4,4,4,4,5,2,5,5,2,4,2,3,4,4,4,4,4,2,5,4,4,1,4,2,4,3,3,2,5,4,4,2,4,4,3,4,3,5,2,5,1,2,2,3,4,4,4
689,1,,,,,,2,3,4,2,3,3,3,3,3,3,2,3,4,2,2,2,3,2,2,2,1,4,1,5,1,4,2,4,4,3,4,2,4,1,4,2,4,1,4,4,4,2,4,1,3,2,4,3,4,3
690,1,,,,,,2,4,4,4,4,4,2,4,2,4,3,4,4,2,4,4,4,4,4,3,1,5,4,5,1,4,1,4,4,3,4,4,3,5,4,3,4,2,4,4,4,3,5,2,3,1,4,4,5,3
691,1,,,,,,2,2,4,2,5,2,5,3,4,3,1,5,2,4,2,2,1,1,2,2,2,4,4,4,2,4,2,4,4,3,2,5,4,3,1,5,3,5,3,2,5,2,4,2,4,4,4,4,4,4
692,1,,,,,,2,3,2,4,1,4,3,3,4,5,4,2,5,1,2,2,4,3,3,4,2,5,4,4,2,2,2,5,3,3,1,5,4,3,1,4,4,5,1,5,5,1,3,1,2,3,5,5,5,3
698,2,,,,,,2,4,4,3,3,2,2,3,2,4,3,3,4,3,2,2,2,1,1,1,1,5,1,5,1,3,2,4,4,4,5,1,5,1,3,1,5,1,5,4,5,1,5,2,5,1,4,5,5,4
699,1,,,,,,2,2,3,4,3,3,1,2,2,5,3,3,4,4,2,2,2,2,2,2,1,5,3,4,2,4,1,5,4,4,4,4,4,2,3,2,5,2,3,4,4,2,2,1,3,3,4,2,5,2
700,1,,,,,,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,4,3,3,3,4,2,2,3,2,2,3,3,3,3,3,4,2,3,2,5,1,4,2,3,5
701,1,,,,,,1,4,2,5,1,4,1,5,1,5,4,4,4,2,2,3,3,3,3,4,5,2,4,1,5,2,5,3,1,2,3,4,4,5,3,5,4,3,4,3,4,2,4,2,4,2,4,4,4,4
702,1,,,,,,4,2,3,3,5,1,3,3,3,3,3,3,4,2,3,3,3,3,3,3,1,4,1,5,4,4,1,3,4,5,4,4,5,4,1,4,4,3,4,4,4,1,3,2,4,3,5,4,5,4
704,1,,,,,,3,3,3,3,3,4,2,2,4,3,4,2,4,2,4,4,4,4,4,4,2,4,2,3,3,3,3,3,4,3,2,3,3,4,2,2,3,3,2,2,4,1,3,2,4,2,3,2,4,4
705,1,,,,,,1,2,3,5,4,2,1,5,1,2,1,2,4,2,1,1,3,1,2,4,2,3,4,5,2,3,4,3,5,4,5,1,4,1,1,2,4,3,4,4,3,2,5,2,4,2,4,4,5,4
707,1,,,,,,1,4,1,4,2,4,1,5,1,4,4,2,4,1,3,4,4,4,4,4,4,2,2,2,4,2,5,2,1,2,3,3,4,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,5,4
709,1,,,,,,4,1,5,1,5,1,5,1,5,5,4,4,5,2,4,4,5,5,5,4,1,5,5,5,1,5,1,5,5,5,2,4,5,5,4,4,5,1,1,5,1,5,5,4,5,1,5,1,5,5
710,1,,,,,,2,3,3,4,4,2,3,4,4,4,4,2,3,2,3,3,2,2,3,3,1,3,2,4,2,4,3,4,4,3,4,2,5,2,4,2,5,1,5,4,5,1,5,2,5,1,5,5,4,5
712,1,,,,,,2,2,4,3,2,3,2,4,2,4,3,4,2,4,2,3,2,2,3,3,1,4,2,5,1,4,2,4,4,4,2,4,2,2,2,5,4,2,2,2,3,1,4,1,4,2,4,2,4,4
714,1,,,,,,4,4,5,2,5,3,5,5,2,2,3,3,3,4,5,2,2,3,4,4,4,5,1,3,2,5,1,5,5,5,2,4,5,3,3,5,5,3,4,4,3,1,2,1,4,1,5,4,5,3
715,1,,,,,,1,2,3,4,4,3,2,2,3,4,4,3,5,2,4,4,4,5,5,3,2,4,4,4,3,4,2,4,4,3,2,5,2,3,1,5,3,5,2,2,1,2,5,2,3,2,4,2,4,3
716,1,,,,,,1,4,4,4,3,1,1,5,1,4,3,3,5,5,1,1,1,1,3,1,1,4,1,4,1,3,2,4,5,2,5,1,5,1,4,1,5,1,5,4,4,1,4,1,5,1,5,4,4,5
717,1,,,,,,4,1,5,1,5,1,5,4,2,1,2,5,4,5,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,5,5,5,1,4,1,5,2,5,5,4,5
720,1,,,,,,1,5,3,4,3,3,1,5,1,4,3,4,4,5,1,1,2,1,2,1,5,3,1,2,4,2,5,2,2,2,4,1,5,3,3,1,5,1,3,5,4,2,5,2,4,1,5,4,3,4
721,1,,,,,,5,3,3,5,3,3,3,3,3,3,5,4,5,3,1,5,4,2,2,3,5,5,3,3,3,5,1,3,3,3,5,3,5,3,5,2,3,3,5,3,2,3,4,3,2,1,3,2,3,2
722,1,,,,,,1,3,2,4,2,3,1,5,2,5,5,2,5,2,3,5,3,3,4,4,2,4,1,4,2,4,1,4,3,1,3,3,3,3,3,4,3,2,3,3,3,3,5,3,2,1,3,2,3,3
723,1,,,,,,3,3,3,3,3,3,3,3,3,3,5,3,5,4,3,5,3,3,4,4,1,5,3,5,1,4,1,4,5,3,4,4,4,3,5,3,5,5,5,5,5,1,5,1,5,1,5,5,5,5
724,1,,,,,,1,2,2,2,2,2,1,1,5,4,4,2,5,2,4,4,2,1,4,4,2,2,1,4,2,4,2,4,1,2,2,2,2,1,4,1,4,1,5,3,5,3,3,3,2,2,4,5,2,2
725,1,,,,,,4,1,5,1,5,1,5,3,5,1,2,3,4,4,3,3,2,1,3,1,1,4,1,5,1,4,1,5,4,5,2,5,2,4,2,4,1,1,2,3,5,2,4,2,5,1,5,2,4,5
727,1,,,,,,4,3,3,3,4,2,5,2,4,2,5,1,4,1,4,4,4,3,4,4,3,4,3,4,3,5,2,3,4,4,4,5,3,2,1,3,3,3,3,3,4,2,4,2,5,1,3,4,5,5
728,1,,,,,,1,5,2,4,1,5,1,5,1,5,1,3,3,4,1,1,1,1,1,3,3,2,1,3,4,3,4,3,2,4,5,1,5,1,5,1,5,1,5,5,4,1,5,2,4,1,5,1,4,4
729,2,,,,,,2,3,4,4,3,2,4,3,4,5,4,4,4,3,3,2,2,2,2,2,2,5,3,3,2,3,2,4,4,4,4,4,4,4,4,4,3,2,3,4,5,2,4,2,5,3,5,4,5,4
730,1,,,,,,2,2,2,3,3,2,2,3,1,3,4,2,5,2,4,4,3,3,4,4,1,5,1,4,1,4,2,5,4,4,2,5,5,2,1,2,3,2,3,3,5,1,5,1,3,1,3,5,3,5
731,1,,,,,,1,3,3,4,4,4,4,4,2,3,5,1,5,1,3,3,5,4,3,5,1,5,1,5,2,3,1,3,5,4,3,1,4,1,3,1,5,2,2,4,5,2,2,3,2,4,5,4,5,1
732,1,,,,,,1,5,2,5,1,4,1,5,1,5,5,1,5,1,5,5,4,5,4,5,5,4,4,5,1,5,1,3,5,2,3,2,5,5,1,1,4,1,3,5,2,1,5,1,5,1,2,1,5,5
733,1,,,,,,1,3,3,4,3,4,3,3,3,5,2,3,4,2,3,3,3,3,2,3,1,4,1,4,2,3,3,3,4,4,4,3,4,2,3,3,4,3,3,3,4,1,4,2,4,2,5,4,5,5
734,1,,,,,,3,1,4,3,5,1,4,4,2,4,5,2,5,4,3,5,5,5,5,4,5,4,4,5,1,5,1,5,5,4,5,4,5,2,3,3,5,3,5,4,4,1,4,1,5,1,5,4,5,4
738,1,,,,,,1,4,5,2,4,3,1,2,1,5,3,3,5,2,1,3,1,1,3,3,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,1,3,3,5,1,5,2,3,1,5,2
741,1,,,,,,2,4,2,3,4,2,1,2,4,5,4,2,5,1,3,3,2,3,5,5,3,4,1,3,4,3,5,3,2,3,3,4,5,4,2,5,3,1,2,5,5,2,5,1,4,1,4,4,5,5
742,1,,,,,,1,4,1,4,4,4,2,4,4,5,5,3,4,3,4,5,4,4,4,5,4,4,1,5,3,5,2,4,5,4,3,3,3,1,3,5,2,3,3,5,3,2,3,2,5,1,5,2,3,5
743,2,,,,,,2,4,4,3,4,2,3,2,5,4,1,5,1,5,1,1,2,1,1,1,4,2,2,3,3,2,3,2,2,2,5,3,5,4,2,4,4,1,4,5,5,1,5,1,5,1,5,4,5,5
744,1,,,,,,1,4,3,3,4,3,2,3,3,3,2,3,4,3,2,3,2,2,2,1,4,2,3,2,2,2,3,2,2,3,4,1,4,2,3,3,4,2,4,4,4,1,3,2,4,3,4,3,4,3
746,1,,,,,,1,2,1,4,1,2,1,4,1,5,4,1,5,1,4,5,2,3,5,5,2,4,4,4,2,4,2,2,2,1,3,1,4,3,4,1,4,4,2,4,4,1,4,1,3,2,5,4,5,4
747,1,,,,,,1,5,1,5,1,4,1,5,1,5,5,1,5,1,3,5,5,5,5,5,2,1,3,3,4,4,4,4,4,2,2,5,4,5,1,5,4,4,3,4,3,2,3,1,2,3,3,3,3,2
749,2,,,,,,4,4,4,4,4,3,4,3,3,3,5,3,5,3,4,4,5,4,3,4,4,5,4,3,4,3,3,3,4,3,2,4,4,5,2,3,4,4,2,3,5,2,5,1,3,1,4,4,5,5
752,1,,,,,,3,3,3,3,4,2,2,3,3,5,4,3,4,2,5,4,4,4,3,3,1,3,1,4,2,4,2,4,4,5,3,4,4,3,2,3,3,3,2,3,2,2,5,3,5,1,5,1,3,5
754,1,,,,,,1,2,3,3,2,4,1,5,1,5,4,5,4,5,4,4,4,5,4,4,1,3,1,5,1,5,3,5,5,5,1,1,5,4,5,2,1,4,2,5,1,1,5,2,4,2,5,1,5,2
757,2,,,,,,2,4,2,4,2,5,2,4,3,4,5,1,5,1,3,4,4,4,4,5,2,4,3,4,2,3,2,3,4,3,2,4,3,4,2,4,3,3,3,3,3,2,3,1,2,3,3,2,3,3
758,1,,,,,,1,4,1,5,1,2,1,3,3,5,5,1,5,1,5,5,4,4,4,5,1,2,3,4,2,4,3,4,2,1,2,3,2,5,1,1,3,3,2,3,3,2,2,1,1,5,3,2,4,2
760,2,,,,,,1,5,4,5,2,4,1,4,2,5,5,5,5,2,3,4,4,5,3,3,1,5,1,5,1,5,1,3,5,2,4,4,5,3,1,1,5,1,5,4,1,1,5,1,5,1,5,1,5,5
762,2,,,,,,2,5,2,4,2,1,1,4,3,5,4,1,1,5,1,1,1,1,1,1,3,3,4,2,5,1,5,2,2,1,5,1,5,1,5,1,5,1,5,5,5,1,4,1,5,1,5,4,5,5
763,1,,,,,,5,1,5,1,5,1,5,1,5,1,2,5,1,5,1,1,1,1,2,1,1,5,3,5,1,3,1,5,5,5,4,1,5,1,5,1,5,1,5,5,5,1,4,1,5,1,5,1,4,4
764,1,,,,,,1,2,1,3,2,2,1,3,3,5,4,5,4,4,2,3,3,4,3,5,3,2,4,2,4,3,4,2,2,3,4,4,5,3,2,2,3,4,3,4,5,1,5,1,4,1,5,5,5,5
766,1,,,,,,3,4,3,4,1,2,2,2,4,5,4,3,5,2,4,4,4,4,4,3,1,5,1,4,1,3,2,4,4,4,3,4,4,3,1,3,2,4,2,3,3,2,5,2,5,1,3,4,5,4
769,1,,,,,,2,5,3,4,3,4,2,4,2,4,2,4,2,3,2,2,3,2,3,3,4,2,4,2,4,2,4,2,2,4,4,3,4,2,2,2,4,2,3,4,4,3,5,4,4,1,4,4,2,4
771,1,,,,,,2,4,4,4,3,3,2,4,3,4,2,3,2,4,2,2,2,2,2,1,1,4,1,4,2,4,2,4,4,3,4,1,4,2,3,2,4,2,4,4,5,1,4,1,4,2,4,4,3,4
772,1,,,,,,1,4,2,4,2,3,2,4,2,4,1,5,3,3,1,1,1,1,1,3,3,4,3,5,3,5,3,3,5,3,4,5,5,5,1,5,3,1,3,4,4,1,4,2,4,2,4,4,5,4
773,2,,,,,,1,4,2,5,1,4,1,5,1,5,4,2,3,1,1,1,1,1,1,1,1,4,1,5,5,5,2,5,5,3,5,4,5,1,4,2,4,1,5,5,5,1,4,5,5,4,5,1,5,5
775,3,,,,,,3,5,2,5,2,5,1,5,1,4,1,5,5,4,5,4,5,5,4,2,2,5,4,4,1,5,1,4,4,2,2,4,4,5,2,4,3,4,4,4,4,5,5,4,3,4,5,4,4,4
776,1,,,,,,4,4,2,2,1,2,2,3,5,5,2,3,4,4,1,1,2,3,4,2,2,5,1,1,2,2,2,2,2,4,5,1,4,2,4,3,3,2,4,5,4,2,4,1,5,3,5,2,4,4
780,1,,,,,,3,2,5,1,4,2,3,3,2,5,1,4,1,3,2,2,2,3,4,2,2,4,1,3,1,4,2,3,3,3,1,4,2,3,1,5,1,3,2,3,1,1,5,1,3,1,2,1,2,5
781,1,,,,,,3,4,3,4,3,2,3,2,2,4,4,3,4,3,2,2,2,1,2,1,4,2,2,4,1,5,2,4,5,3,4,1,5,1,5,1,5,3,4,3,4,1,5,1,5,1,5,4,3,5
783,1,,,,,,3,1,5,2,5,1,4,1,5,2,1,2,4,1,1,2,1,1,1,1,1,5,2,5,1,4,1,4,5,5,4,2,5,1,4,1,4,3,5,4,5,1,5,1,4,1,5,2,5,5
784,3,,,,,,4,2,2,3,5,1,4,3,5,1,1,4,2,3,1,2,3,2,3,3,1,5,5,1,5,1,1,1,1,1,5,1,5,2,3,1,4,3,1,5,5,1,5,1,5,1,5,5,2,5
785,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,2,5,1,5,5,4,4,5,5,1,1,2,4,4,5,4,2,4,1,2,1,4,3,1,4,4,4,4,3,3,3,4,4,2,3,3,2,4,2
786,2,,,,,,5,1,5,1,5,1,5,1,5,1,3,2,4,1,4,4,5,5,4,4,2,4,2,5,2,5,1,5,4,5,2,5,1,5,1,5,1,5,1,1,5,1,5,1,5,1,5,5,5,5
787,1,,,,,,3,2,4,2,4,3,2,3,4,4,3,2,3,2,5,2,2,2,2,2,4,4,3,5,1,5,2,4,4,4,2,2,3,4,1,3,3,3,3,3,1,4,2,3,3,3,3,1,3,2
789,1,,,,,,4,3,3,4,4,2,3,4,2,3,3,4,4,4,3,2,1,1,2,5,1,4,1,4,2,4,2,4,4,3,3,2,3,2,2,4,4,2,4,1,4,1,3,2,4,2,4,2,4,4
791,1,,,,,,4,2,5,1,5,1,5,1,5,2,1,4,1,2,4,1,2,2,2,2,3,5,3,3,2,3,2,5,4,5,2,4,1,1,2,5,2,2,2,1,5,2,3,1,4,2,4,4,5,4
792,1,,,,,,1,5,3,5,2,2,1,5,2,5,4,5,4,1,1,2,3,2,3,4,2,5,1,5,1,2,1,4,3,3,3,5,3,2,2,2,5,2,4,4,5,1,5,1,5,1,5,5,5,5
793,1,,,,,,1,5,2,5,1,1,1,5,1,5,4,3,5,1,3,4,2,4,5,5,3,2,2,4,3,4,4,3,4,3,2,5,3,5,2,5,3,4,3,2,4,1,5,1,4,1,4,3,5,5
796,1,,,,,,3,3,4,3,2,3,3,4,2,3,3,5,2,5,2,1,1,1,1,1,2,3,2,4,3,5,2,4,4,5,2,4,5,1,4,2,5,2,3,4,4,1,4,2,4,2,5,2,3,4
797,2,,,,,,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,4,5,4,4,4,1,3,2,2,4,2,4,3,2,2,4,1,2,5,4,3,2,4,3,2,1,3,4,4,2,2,3,1,4,3
799,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,3,5,1,5,5,3,3,5,5,1,3,3,3,1,5,1,5,5,5,3,5,5,5,2,3,3,3,1,5,5,2,5,1,5,1,3,5,3,5
800,1,,,,,,3,3,4,4,2,3,2,3,2,4,4,2,4,1,4,4,4,3,4,3,4,4,2,2,3,3,2,4,2,4,3,4,3,4,2,2,3,4,3,2,4,3,2,2,2,3,3,3,4,3
802,1,,,,,,1,3,4,5,4,3,2,5,3,3,3,4,5,2,2,1,5,4,2,4,1,2,2,5,1,5,2,5,5,3,5,1,3,1,4,1,4,3,5,4,4,1,5,1,4,5,5,3,5,5
803,1,,,,,,4,2,2,2,3,2,4,3,3,3,3,3,4,3,4,4,3,3,3,2,2,4,3,4,2,4,2,4,4,3,3,2,3,2,4,2,4,2,4,3,3,3,4,3,3,2,3,2,3,3
804,2,,,,,,3,2,4,3,4,2,3,3,3,3,3,4,3,4,2,2,2,2,3,2,2,5,3,4,2,3,2,4,4,3,4,4,5,3,2,4,3,4,3,5,5,2,5,2,4,1,5,4,4,5
805,1,,,,,,2,3,3,3,4,2,3,4,1,4,4,2,4,2,2,3,4,4,4,3,3,3,2,4,1,5,2,3,4,3,2,5,4,3,2,4,4,2,3,4,5,2,5,2,4,1,4,5,4,5
806,1,,,,,,3,5,1,5,1,5,1,5,1,5,5,3,5,1,1,3,4,4,4,5,3,3,2,4,1,3,2,5,4,3,3,4,5,4,3,5,3,3,2,4,5,1,4,1,3,3,5,5,4,4
807,3,,,,,,3,1,4,2,5,1,4,3,4,2,4,5,3,3,5,2,4,2,4,4,2,4,5,3,3,4,2,4,4,3,2,5,3,4,1,4,3,4,2,4,5,1,5,1,4,1,5,4,4,4
808,1,,,,,,3,3,3,2,5,1,4,4,5,2,2,4,3,5,2,1,1,1,1,1,2,5,2,4,2,3,2,4,5,4,4,3,4,3,4,2,5,3,3,5,5,2,5,3,5,1,4,5,4,5
809,1,,,,,,3,3,4,3,4,2,4,3,2,2,3,3,4,3,5,4,3,3,4,2,1,3,2,5,2,4,2,5,4,4,3,4,3,4,2,2,2,2,3,3,3,1,3,2,4,2,4,3,4,3
811,1,,,,,,5,1,5,1,5,1,5,1,5,4,4,2,5,4,3,1,5,3,2,2,2,5,3,5,2,4,1,3,3,5,2,5,4,5,1,4,3,4,1,3,4,1,5,1,5,1,5,4,5,5
812,1,,,,,,2,2,3,4,3,2,2,4,2,5,4,3,4,3,2,3,4,3,2,2,2,5,4,4,3,3,2,3,4,4,1,4,4,4,1,4,3,3,2,3,4,3,4,3,2,2,2,3,2,4
813,1,,,,,,4,2,5,2,5,1,5,3,3,2,3,3,4,3,3,2,4,3,2,4,1,5,1,5,2,5,1,5,5,4,3,3,4,3,4,3,4,1,3,4,5,1,5,1,5,1,5,4,4,5
815,1,,,,,,3,1,5,1,3,1,3,1,5,3,1,3,2,5,2,2,1,1,2,1,2,5,3,5,1,2,2,2,4,4,5,3,5,4,1,5,3,2,3,5,5,1,5,1,5,1,5,5,5,5
816,1,,,,,,3,2,4,3,3,3,4,3,3,3,3,3,2,1,3,3,2,2,4,3,1,4,5,5,1,4,2,5,5,4,4,2,3,4,2,1,3,2,2,3,4,3,4,2,4,2,4,4,5,4
817,1,,,,,,3,3,3,3,4,2,3,2,4,3,3,5,3,4,3,2,4,3,2,2,2,5,2,4,2,4,2,4,4,5,4,4,5,3,2,2,2,3,1,3,5,2,5,2,5,1,4,5,3,5
819,1,,,,,,5,1,5,2,5,2,5,2,5,2,1,4,4,2,2,2,2,1,1,1,2,5,1,4,2,3,1,3,5,5,3,3,5,3,2,3,3,3,3,5,3,2,5,2,5,2,5,4,4,5
820,1,,,,,,3,1,4,3,5,1,4,3,3,1,4,3,4,1,5,5,3,3,5,5,3,4,4,3,3,3,2,3,3,3,2,3,3,4,1,5,2,3,5,3,4,3,5,3,3,2,4,4,5,3
823,1,,,,,,1,4,3,4,4,3,5,5,3,5,4,4,3,3,5,1,3,2,5,2,2,4,4,5,3,4,3,4,5,3,4,3,5,2,2,2,5,2,3,5,4,1,4,1,5,1,5,4,3,4
824,1,,,,,,5,2,5,1,4,1,5,3,5,1,2,3,2,2,1,2,1,1,1,1,1,5,3,5,2,4,1,5,5,5,3,3,3,3,1,3,3,4,3,4,2,3,3,4,5,3,5,1,3,4
825,1,,,,,,2,1,4,4,1,1,4,5,3,5,2,4,1,4,2,3,2,2,3,1,1,4,2,5,1,5,2,4,4,3,3,1,5,2,2,1,5,1,4,4,4,1,5,1,5,1,5,3,4,5
826,1,,,,,,3,3,5,3,3,2,3,3,2,5,2,4,4,4,4,4,4,4,4,1,2,2,1,4,3,2,3,4,3,2,4,5,5,1,4,2,4,3,5,4,5,1,5,2,4,1,5,2,5,4
827,1,,,,,,3,3,3,4,3,3,3,5,3,3,2,5,3,3,1,3,2,1,2,3,2,3,3,4,3,3,3,4,4,3,5,2,5,1,4,2,4,3,3,5,4,1,3,4,4,3,5,4,4,4
828,1,,,,,,3,1,3,1,5,1,3,3,5,3,5,1,5,1,4,3,5,5,2,5,1,5,2,5,5,5,1,3,5,4,1,5,3,3,1,5,5,3,3,3,5,1,5,1,4,1,4,4,5,5
829,1,,,,,,1,4,1,5,2,5,2,5,1,5,2,5,3,4,5,3,4,2,3,2,3,1,1,4,3,5,3,1,4,3,3,4,3,3,2,4,5,2,1,4,3,2,5,1,3,1,3,2,5,4
830,1,,,,,,2,3,4,2,4,2,4,4,4,2,4,3,4,3,2,3,4,2,4,2,2,3,1,5,3,5,3,4,4,4,3,2,2,2,4,2,2,1,3,3,5,1,5,2,5,1,5,5,3,4
832,1,,,,,,3,2,5,2,4,2,3,3,3,2,1,4,3,3,3,1,1,1,2,2,2,4,2,4,2,3,2,4,3,3,3,5,3,4,1,4,2,3,2,4,2,3,3,3,3,4,3,1,3,3
833,1,,,,,,2,4,3,5,1,4,2,5,2,4,4,3,5,2,2,4,4,4,4,4,3,2,2,4,4,5,3,4,4,3,3,3,4,3,4,3,5,3,1,4,2,3,4,3,3,3,5,3,5,4
834,1,,,,,,1,2,3,2,2,3,2,3,2,2,4,2,4,1,3,3,4,3,3,4,2,4,3,4,3,4,3,3,2,3,1,1,4,2,4,1,4,1,4,2,1,3,3,3,3,3,2,2,4,3
836,1,,,,,,3,1,5,2,5,1,4,3,4,3,5,2,5,3,4,4,2,1,3,1,1,5,4,5,2,5,1,5,5,5,2,5,4,4,1,4,5,2,3,5,4,1,5,3,4,1,5,4,5,5
837,1,,,,,,3,2,4,2,3,2,2,3,3,4,2,4,3,4,2,2,4,2,4,2,2,4,4,5,2,5,3,5,5,4,3,5,4,3,2,5,4,2,3,4,5,1,5,2,4,1,5,5,5,5
838,2,,,,,,1,5,2,4,1,4,1,5,2,5,4,2,4,2,4,4,4,3,3,3,2,5,1,5,2,5,1,4,5,2,3,4,3,3,2,4,4,2,3,2,4,2,4,1,3,2,3,3,5,3
840,1,,,,,,3,2,2,4,3,2,2,5,2,4,4,3,4,2,3,4,2,2,3,3,2,4,3,3,2,4,3,3,4,4,4,5,4,5,1,5,2,2,3,3,3,2,4,3,4,2,4,4,3,4
842,1,,,,,,3,1,5,1,5,1,5,4,2,1,3,2,4,3,3,3,1,2,2,3,2,5,1,5,3,4,1,5,4,5,4,2,5,1,3,1,4,1,5,5,5,4,4,5,5,1,2,5,5,5
843,1,,,,,,2,4,3,5,1,5,2,1,1,4,3,3,3,2,1,3,2,2,2,2,1,4,1,5,1,3,1,5,5,4,2,5,5,3,3,5,4,3,4,3,4,3,5,1,5,1,4,4,3,5
844,3,,,,,,3,3,4,3,3,3,2,3,4,4,1,5,1,3,1,1,1,1,1,1,3,3,1,3,4,3,2,2,1,4,3,1,3,2,5,1,4,2,1,4,5,1,5,1,4,1,5,3,3,4
845,1,,,,,,2,3,3,4,4,3,2,1,3,3,3,5,4,3,4,3,2,1,3,4,1,3,4,5,2,5,2,3,4,2,3,4,2,3,1,4,3,3,2,3,3,4,3,4,2,2,4,1,5,3
846,1,,,,,,3,2,2,4,2,2,2,4,2,4,4,3,4,1,4,2,4,4,3,4,1,4,2,4,2,4,2,4,4,3,2,4,4,4,2,4,4,4,2,3,4,2,4,2,3,2,4,3,4,3
847,3,,,,,,1,5,1,5,1,2,1,5,1,5,2,5,2,2,1,1,1,1,2,2,2,1,2,2,5,1,5,1,1,2,4,2,4,1,5,1,5,2,4,4,4,1,5,1,5,1,4,4,5,5
848,1,,,,,,4,1,4,2,4,2,4,4,2,4,1,5,5,5,4,1,1,1,1,1,1,5,1,4,2,5,2,5,4,3,2,2,4,1,1,4,3,3,1,2,5,2,4,2,5,1,5,4,4,5
850,1,,,,,,1,2,3,3,4,2,1,4,3,5,5,2,5,2,3,3,2,2,3,3,2,4,1,5,2,4,2,3,4,3,3,2,3,2,1,3,4,2,4,3,5,2,4,4,3,3,4,5,4,3
851,1,,,,,,2,4,2,5,2,4,2,5,2,5,4,3,4,2,1,2,4,5,5,4,5,2,4,1,5,1,4,2,1,2,3,4,5,3,3,3,5,4,4,3,4,4,2,4,3,3,3,4,4,3
852,1,,,,,,4,4,1,2,2,4,5,1,5,5,4,4,5,1,5,4,5,5,5,4,4,5,1,5,4,4,4,3,5,3,2,4,5,4,2,4,4,3,3,2,4,1,5,1,5,1,5,5,5,5
854,2,,,,,,5,1,5,1,5,1,5,2,5,2,1,5,2,5,2,2,1,1,1,1,2,4,2,4,2,4,1,4,4,4,3,3,4,2,2,3,3,2,4,4,4,2,5,2,5,1,5,4,4,5
855,1,,,,,,2,4,3,3,1,2,1,5,2,5,4,3,4,1,2,1,4,3,1,5,2,3,4,5,3,4,4,5,5,5,2,5,4,5,1,5,2,3,2,3,4,1,4,1,5,1,5,4,3,5
856,1,,,,,,5,5,5,4,5,4,5,2,5,5,1,5,5,5,1,1,4,4,1,1,5,5,1,3,1,3,1,5,5,5,5,1,5,1,5,2,5,5,5,5,4,4,5,1,4,1,5,4,4,5
857,1,,,,,,1,4,1,5,1,4,1,5,1,5,4,1,5,1,5,5,5,5,5,5,3,4,5,3,5,4,5,1,1,4,2,3,4,4,2,2,3,4,2,1,4,2,5,5,3,2,2,5,1,4
