,EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
490,662,1,,,,,,1,1,5,1,5,1,1,5,5,1,1,4,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,5,5,1,5,1,5,1,5,1,1,5
491,663,1,,,,,,4,1,5,2,5,1,5,2,4,2,2,4,3,3,2,1,2,1,2,2,2,5,1,4,1,4,2,5,4,5,3,1,5,1,4,1,4,-1,3,3,5,1,5,1,4,1,5,4,4,5
492,664,1,,,,,,3,2,4,2,4,2,3,4,5,3,4,4,3,4,3,2,2,2,3,3,2,4,1,3,3,3,3,3,4,4,4,1,4,2,5,1,5,-2,5,3,2,3,4,3,4,1,4,2,4,5
493,665,1,,,,,,2,5,1,4,1,5,1,5,1,5,5,3,3,5,5,5,5,5,5,5,2,1,2,2,5,4,5,3,1,2,3,4,5,4,2,5,5,-3,2,3,2,5,5,1,4,1,4,2,4,4
494,666,1,,,,,,1,4,1,3,2,2,1,4,4,5,5,1,4,1,2,3,5,5,3,5,4,2,3,4,2,3,3,4,4,3,4,5,5,2,1,3,2,-1,3,5,4,1,5,1,2,1,5,5,5,5
495,667,1,,,,,,3,5,3,5,2,5,1,2,2,5,5,1,5,1,5,4,3,4,1,3,2,4,1,3,5,5,2,3,1,4,5,4,2,1,5,4,2,-3,1,3,5,5,4,1,5,5,5,4,1,1
496,669,1,,,,,,5,1,5,1,5,1,5,1,5,1,1,3,4,3,5,3,1,3,5,3,3,4,2,3,3,5,1,3,5,5,1,5,1,5,1,5,1,-3,1,1,4,3,5,3,5,1,5,4,5,5
497,671,1,,,,,,4,4,3,4,3,4,4,4,2,5,4,3,3,3,3,2,4,3,5,3,5,4,1,4,2,3,2,3,3,2,2,5,4,2,1,1,2,-3,1,3,2,3,5,2,3,1,3,2,4,3
498,675,1,,,,,,1,3,1,4,2,4,1,5,1,5,3,3,3,4,3,2,2,1,3,1,3,1,3,2,5,2,5,2,1,3,3,3,3,3,2,2,5,-3,3,4,5,1,5,1,5,1,3,4,5,5
499,677,1,,,,,,1,5,3,3,1,4,1,3,1,2,4,2,5,3,2,3,2,2,1,2,5,2,1,5,1,5,5,3,5,2,4,1,3,2,2,3,2,-2,2,2,3,2,4,4,1,3,2,1,1,2
500,679,1,,,,,,1,3,3,4,3,1,1,4,1,4,3,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,5,4,1,5,1,4,1,5,-2,4,4,4,1,4,5,5,1,5,4,5,5
501,680,2,,,,,,3,1,4,3,5,1,4,3,3,3,4,4,4,2,3,3,3,3,3,3,2,5,3,5,2,4,1,4,5,4,4,1,5,3,2,1,5,-1,5,5,4,1,5,2,5,1,4,4,5,5
502,682,1,,,,,,2,3,3,3,1,1,1,4,3,4,5,2,5,3,1,1,2,1,2,2,1,5,1,5,1,5,1,5,5,5,5,1,5,1,3,4,5,-1,4,5,5,1,5,1,5,1,5,5,5,5
503,683,1,,,,,,1,5,2,5,2,2,1,5,4,5,4,3,4,1,1,2,4,4,3,4,2,4,3,5,2,3,1,4,4,4,3,2,4,4,2,3,3,-4,3,4,5,2,5,1,3,1,5,5,5,5
504,684,1,,,,,,4,1,5,1,5,1,5,2,4,2,2,4,2,4,4,2,2,1,1,1,1,5,1,5,1,5,1,4,5,4,3,3,4,3,2,3,3,-1,4,4,4,1,5,1,4,1,4,3,5,5
505,686,1,,,,,,1,5,4,4,4,4,4,5,2,5,5,2,4,2,3,4,4,4,4,4,2,5,4,4,1,4,2,4,3,3,2,5,4,4,2,4,4,-3,4,3,5,2,5,1,2,2,3,4,4,4
506,689,1,,,,,,2,3,4,2,3,3,3,3,3,3,2,3,4,2,2,2,3,2,2,2,1,4,1,5,1,4,2,4,4,3,4,2,4,1,4,2,4,-1,4,4,4,2,4,1,3,2,4,3,4,3
507,690,1,,,,,,2,4,4,4,4,4,2,4,2,4,3,4,4,2,4,4,4,4,4,3,1,5,4,5,1,4,1,4,4,3,4,4,3,5,4,3,4,-2,4,4,4,3,5,2,3,1,4,4,5,3
508,691,1,,,,,,2,2,4,2,5,2,5,3,4,3,1,5,2,4,2,2,1,1,2,2,2,4,4,4,2,4,2,4,4,3,2,5,4,3,1,5,3,-5,3,2,5,2,4,2,4,4,4,4,4,4
509,692,1,,,,,,2,3,2,4,1,4,3,3,4,5,4,2,5,1,2,2,4,3,3,4,2,5,4,4,2,2,2,5,3,3,1,5,4,3,1,4,4,-5,1,5,5,1,3,1,2,3,5,5,5,3
510,698,2,,,,,,2,4,4,3,3,2,2,3,2,4,3,3,4,3,2,2,2,1,1,1,1,5,1,5,1,3,2,4,4,4,5,1,5,1,3,1,5,-1,5,4,5,1,5,2,5,1,4,5,5,4
511,699,1,,,,,,2,2,3,4,3,3,1,2,2,5,3,3,4,4,2,2,2,2,2,2,1,5,3,4,2,4,1,5,4,4,4,4,4,2,3,2,5,-2,3,4,4,2,2,1,3,3,4,2,5,2
512,700,1,,,,,,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,4,3,3,3,4,2,2,3,2,2,3,3,-3,3,3,4,2,3,2,5,1,4,2,3,5
513,701,1,,,,,,1,4,2,5,1,4,1,5,1,5,4,4,4,2,2,3,3,3,3,4,5,2,4,1,5,2,5,3,1,2,3,4,4,5,3,5,4,-3,4,3,4,2,4,2,4,2,4,4,4,4
514,702,1,,,,,,4,2,3,3,5,1,3,3,3,3,3,3,4,2,3,3,3,3,3,3,1,4,1,5,4,4,1,3,4,5,4,4,5,4,1,4,4,-3,4,4,4,1,3,2,4,3,5,4,5,4
515,704,1,,,,,,3,3,3,3,3,4,2,2,4,3,4,2,4,2,4,4,4,4,4,4,2,4,2,3,3,3,3,3,4,3,2,3,3,4,2,2,3,-3,2,2,4,1,3,2,4,2,3,2,4,4
516,705,1,,,,,,1,2,3,5,4,2,1,5,1,2,1,2,4,2,1,1,3,1,2,4,2,3,4,5,2,3,4,3,5,4,5,1,4,1,1,2,4,-3,4,4,3,2,5,2,4,2,4,4,5,4
517,707,1,,,,,,1,4,1,4,2,4,1,5,1,4,4,2,4,1,3,4,4,4,4,4,4,2,2,2,4,2,5,2,1,2,3,3,4,3,3,3,4,-3,4,4,3,4,3,4,4,4,4,4,5,4
518,709,1,,,,,,4,1,5,1,5,1,5,1,5,5,4,4,5,2,4,4,5,5,5,4,1,5,5,5,1,5,1,5,5,5,2,4,5,5,4,4,5,-1,1,5,1,5,5,4,5,1,5,1,5,5
519,710,1,,,,,,2,3,3,4,4,2,3,4,4,4,4,2,3,2,3,3,2,2,3,3,1,3,2,4,2,4,3,4,4,3,4,2,5,2,4,2,5,-1,5,4,5,1,5,2,5,1,5,5,4,5
520,712,1,,,,,,2,2,4,3,2,3,2,4,2,4,3,4,2,4,2,3,2,2,3,3,1,4,2,5,1,4,2,4,4,4,2,4,2,2,2,5,4,-2,2,2,3,1,4,1,4,2,4,2,4,4
521,714,1,,,,,,4,4,5,2,5,3,5,5,2,2,3,3,3,4,5,2,2,3,4,4,4,5,1,3,2,5,1,5,5,5,2,4,5,3,3,5,5,-3,4,4,3,1,2,1,4,1,5,4,5,3
522,715,1,,,,,,1,2,3,4,4,3,2,2,3,4,4,3,5,2,4,4,4,5,5,3,2,4,4,4,3,4,2,4,4,3,2,5,2,3,1,5,3,-5,2,2,1,2,5,2,3,2,4,2,4,3
523,716,1,,,,,,1,4,4,4,3,1,1,5,1,4,3,3,5,5,1,1,1,1,3,1,1,4,1,4,1,3,2,4,5,2,5,1,5,1,4,1,5,-1,5,4,4,1,4,1,5,1,5,4,4,5
524,717,1,,,,,,4,1,5,1,5,1,5,4,2,1,2,5,4,5,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,-1,5,5,5,1,4,1,5,2,5,5,4,5
525,720,1,,,,,,1,5,3,4,3,3,1,5,1,4,3,4,4,5,1,1,2,1,2,1,5,3,1,2,4,2,5,2,2,2,4,1,5,3,3,1,5,-1,3,5,4,2,5,2,4,1,5,4,3,4
526,721,1,,,,,,5,3,3,5,3,3,3,3,3,3,5,4,5,3,1,5,4,2,2,3,5,5,3,3,3,5,1,3,3,3,5,3,5,3,5,2,3,-3,5,3,2,3,4,3,2,1,3,2,3,2
527,722,1,,,,,,1,3,2,4,2,3,1,5,2,5,5,2,5,2,3,5,3,3,4,4,2,4,1,4,2,4,1,4,3,1,3,3,3,3,3,4,3,-2,3,3,3,3,5,3,2,1,3,2,3,3
528,723,1,,,,,,3,3,3,3,3,3,3,3,3,3,5,3,5,4,3,5,3,3,4,4,1,5,3,5,1,4,1,4,5,3,4,4,4,3,5,3,5,-5,5,5,5,1,5,1,5,1,5,5,5,5
529,724,1,,,,,,1,2,2,2,2,2,1,1,5,4,4,2,5,2,4,4,2,1,4,4,2,2,1,4,2,4,2,4,1,2,2,2,2,1,4,1,4,-1,5,3,5,3,3,3,2,2,4,5,2,2
530,725,1,,,,,,4,1,5,1,5,1,5,3,5,1,2,3,4,4,3,3,2,1,3,1,1,4,1,5,1,4,1,5,4,5,2,5,2,4,2,4,1,-1,2,3,5,2,4,2,5,1,5,2,4,5
531,727,1,,,,,,4,3,3,3,4,2,5,2,4,2,5,1,4,1,4,4,4,3,4,4,3,4,3,4,3,5,2,3,4,4,4,5,3,2,1,3,3,-3,3,3,4,2,4,2,5,1,3,4,5,5
532,728,1,,,,,,1,5,2,4,1,5,1,5,1,5,1,3,3,4,1,1,1,1,1,3,3,2,1,3,4,3,4,3,2,4,5,1,5,1,5,1,5,-1,5,5,4,1,5,2,4,1,5,1,4,4
533,729,2,,,,,,2,3,4,4,3,2,4,3,4,5,4,4,4,3,3,2,2,2,2,2,2,5,3,3,2,3,2,4,4,4,4,4,4,4,4,4,3,-2,3,4,5,2,4,2,5,3,5,4,5,4
534,730,1,,,,,,2,2,2,3,3,2,2,3,1,3,4,2,5,2,4,4,3,3,4,4,1,5,1,4,1,4,2,5,4,4,2,5,5,2,1,2,3,-2,3,3,5,1,5,1,3,1,3,5,3,5
535,731,1,,,,,,1,3,3,4,4,4,4,4,2,3,5,1,5,1,3,3,5,4,3,5,1,5,1,5,2,3,1,3,5,4,3,1,4,1,3,1,5,-2,2,4,5,2,2,3,2,4,5,4,5,1
536,732,1,,,,,,1,5,2,5,1,4,1,5,1,5,5,1,5,1,5,5,4,5,4,5,5,4,4,5,1,5,1,3,5,2,3,2,5,5,1,1,4,-1,3,5,2,1,5,1,5,1,2,1,5,5
537,733,1,,,,,,1,3,3,4,3,4,3,3,3,5,2,3,4,2,3,3,3,3,2,3,1,4,1,4,2,3,3,3,4,4,4,3,4,2,3,3,4,-3,3,3,4,1,4,2,4,2,5,4,5,5
538,734,1,,,,,,3,1,4,3,5,1,4,4,2,4,5,2,5,4,3,5,5,5,5,4,5,4,4,5,1,5,1,5,5,4,5,4,5,2,3,3,5,-3,5,4,4,1,4,1,5,1,5,4,5,4
539,738,1,,,,,,1,4,5,2,4,3,1,2,1,5,3,3,5,2,1,3,1,1,3,3,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,1,3,3,5,1,5,2,3,1,5,2
540,741,1,,,,,,2,4,2,3,4,2,1,2,4,5,4,2,5,1,3,3,2,3,5,5,3,4,1,3,4,3,5,3,2,3,3,4,5,4,2,5,3,-1,2,5,5,2,5,1,4,1,4,4,5,5
541,742,1,,,,,,1,4,1,4,4,4,2,4,4,5,5,3,4,3,4,5,4,4,4,5,4,4,1,5,3,5,2,4,5,4,3,3,3,1,3,5,2,-3,3,5,3,2,3,2,5,1,5,2,3,5
542,743,2,,,,,,2,4,4,3,4,2,3,2,5,4,1,5,1,5,1,1,2,1,1,1,4,2,2,3,3,2,3,2,2,2,5,3,5,4,2,4,4,-1,4,5,5,1,5,1,5,1,5,4,5,5
543,744,1,,,,,,1,4,3,3,4,3,2,3,3,3,2,3,4,3,2,3,2,2,2,1,4,2,3,2,2,2,3,2,2,3,4,1,4,2,3,3,4,-2,4,4,4,1,3,2,4,3,4,3,4,3
544,746,1,,,,,,1,2,1,4,1,2,1,4,1,5,4,1,5,1,4,5,2,3,5,5,2,4,4,4,2,4,2,2,2,1,3,1,4,3,4,1,4,-4,2,4,4,1,4,1,3,2,5,4,5,4
545,747,1,,,,,,1,5,1,5,1,4,1,5,1,5,5,1,5,1,3,5,5,5,5,5,2,1,3,3,4,4,4,4,4,2,2,5,4,5,1,5,4,-4,3,4,3,2,3,1,2,3,3,3,3,2
546,749,2,,,,,,4,4,4,4,4,3,4,3,3,3,5,3,5,3,4,4,5,4,3,4,4,5,4,3,4,3,3,3,4,3,2,4,4,5,2,3,4,-4,2,3,5,2,5,1,3,1,4,4,5,5
547,752,1,,,,,,3,3,3,3,4,2,2,3,3,5,4,3,4,2,5,4,4,4,3,3,1,3,1,4,2,4,2,4,4,5,3,4,4,3,2,3,3,-3,2,3,2,2,5,3,5,1,5,1,3,5
548,754,1,,,,,,1,2,3,3,2,4,1,5,1,5,4,5,4,5,4,4,4,5,4,4,1,3,1,5,1,5,3,5,5,5,1,1,5,4,5,2,1,-4,2,5,1,1,5,2,4,2,5,1,5,2
549,757,2,,,,,,2,4,2,4,2,5,2,4,3,4,5,1,5,1,3,4,4,4,4,5,2,4,3,4,2,3,2,3,4,3,2,4,3,4,2,4,3,-3,3,3,3,2,3,1,2,3,3,2,3,3
550,758,1,,,,,,1,4,1,5,1,2,1,3,3,5,5,1,5,1,5,5,4,4,4,5,1,2,3,4,2,4,3,4,2,1,2,3,2,5,1,1,3,-3,2,3,3,2,2,1,1,5,3,2,4,2
551,760,2,,,,,,1,5,4,5,2,4,1,4,2,5,5,5,5,2,3,4,4,5,3,3,1,5,1,5,1,5,1,3,5,2,4,4,5,3,1,1,5,-1,5,4,1,1,5,1,5,1,5,1,5,5
552,762,2,,,,,,2,5,2,4,2,1,1,4,3,5,4,1,1,5,1,1,1,1,1,1,3,3,4,2,5,1,5,2,2,1,5,1,5,1,5,1,5,-1,5,5,5,1,4,1,5,1,5,4,5,5
553,763,1,,,,,,5,1,5,1,5,1,5,1,5,1,2,5,1,5,1,1,1,1,2,1,1,5,3,5,1,3,1,5,5,5,4,1,5,1,5,1,5,-1,5,5,5,1,4,1,5,1,5,1,4,4
554,764,1,,,,,,1,2,1,3,2,2,1,3,3,5,4,5,4,4,2,3,3,4,3,5,3,2,4,2,4,3,4,2,2,3,4,4,5,3,2,2,3,-4,3,4,5,1,5,1,4,1,5,5,5,5
555,766,1,,,,,,3,4,3,4,1,2,2,2,4,5,4,3,5,2,4,4,4,4,4,3,1,5,1,4,1,3,2,4,4,4,3,4,4,3,1,3,2,-4,2,3,3,2,5,2,5,1,3,4,5,4
556,769,1,,,,,,2,5,3,4,3,4,2,4,2,4,2,4,2,3,2,2,3,2,3,3,4,2,4,2,4,2,4,2,2,4,4,3,4,2,2,2,4,-2,3,4,4,3,5,4,4,1,4,4,2,4
557,771,1,,,,,,2,4,4,4,3,3,2,4,3,4,2,3,2,4,2,2,2,2,2,1,1,4,1,4,2,4,2,4,4,3,4,1,4,2,3,2,4,-2,4,4,5,1,4,1,4,2,4,4,3,4
558,772,1,,,,,,1,4,2,4,2,3,2,4,2,4,1,5,3,3,1,1,1,1,1,3,3,4,3,5,3,5,3,3,5,3,4,5,5,5,1,5,3,-1,3,4,4,1,4,2,4,2,4,4,5,4
559,773,2,,,,,,1,4,2,5,1,4,1,5,1,5,4,2,3,1,1,1,1,1,1,1,1,4,1,5,5,5,2,5,5,3,5,4,5,1,4,2,4,-1,5,5,5,1,4,5,5,4,5,1,5,5
560,775,3,,,,,,3,5,2,5,2,5,1,5,1,4,1,5,5,4,5,4,5,5,4,2,2,5,4,4,1,5,1,4,4,2,2,4,4,5,2,4,3,-4,4,4,4,5,5,4,3,4,5,4,4,4
561,776,1,,,,,,4,4,2,2,1,2,2,3,5,5,2,3,4,4,1,1,2,3,4,2,2,5,1,1,2,2,2,2,2,4,5,1,4,2,4,3,3,-2,4,5,4,2,4,1,5,3,5,2,4,4
562,780,1,,,,,,3,2,5,1,4,2,3,3,2,5,1,4,1,3,2,2,2,3,4,2,2,4,1,3,1,4,2,3,3,3,1,4,2,3,1,5,1,-3,2,3,1,1,5,1,3,1,2,1,2,5
563,781,1,,,,,,3,4,3,4,3,2,3,2,2,4,4,3,4,3,2,2,2,1,2,1,4,2,2,4,1,5,2,4,5,3,4,1,5,1,5,1,5,-3,4,3,4,1,5,1,5,1,5,4,3,5
564,783,1,,,,,,3,1,5,2,5,1,4,1,5,2,1,2,4,1,1,2,1,1,1,1,1,5,2,5,1,4,1,4,5,5,4,2,5,1,4,1,4,-3,5,4,5,1,5,1,4,1,5,2,5,5
565,784,3,,,,,,4,2,2,3,5,1,4,3,5,1,1,4,2,3,1,2,3,2,3,3,1,5,5,1,5,1,1,1,1,1,5,1,5,2,3,1,4,-3,1,5,5,1,5,1,5,1,5,5,2,5
566,785,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,2,5,1,5,5,4,4,5,5,1,1,2,4,4,5,4,2,4,1,2,1,4,3,1,4,4,-4,4,3,3,3,4,4,2,3,3,2,4,2
567,786,2,,,,,,5,1,5,1,5,1,5,1,5,1,3,2,4,1,4,4,5,5,4,4,2,4,2,5,2,5,1,5,4,5,2,5,1,5,1,5,1,-5,1,1,5,1,5,1,5,1,5,5,5,5
568,787,1,,,,,,3,2,4,2,4,3,2,3,4,4,3,2,3,2,5,2,2,2,2,2,4,4,3,5,1,5,2,4,4,4,2,2,3,4,1,3,3,-3,3,3,1,4,2,3,3,3,3,1,3,2
569,789,1,,,,,,4,3,3,4,4,2,3,4,2,3,3,4,4,4,3,2,1,1,2,5,1,4,1,4,2,4,2,4,4,3,3,2,3,2,2,4,4,-2,4,1,4,1,3,2,4,2,4,2,4,4
570,791,1,,,,,,4,2,5,1,5,1,5,1,5,2,1,4,1,2,4,1,2,2,2,2,3,5,3,3,2,3,2,5,4,5,2,4,1,1,2,5,2,-2,2,1,5,2,3,1,4,2,4,4,5,4
571,792,1,,,,,,1,5,3,5,2,2,1,5,2,5,4,5,4,1,1,2,3,2,3,4,2,5,1,5,1,2,1,4,3,3,3,5,3,2,2,2,5,-2,4,4,5,1,5,1,5,1,5,5,5,5
572,793,1,,,,,,1,5,2,5,1,1,1,5,1,5,4,3,5,1,3,4,2,4,5,5,3,2,2,4,3,4,4,3,4,3,2,5,3,5,2,5,3,-4,3,2,4,1,5,1,4,1,4,3,5,5
573,796,1,,,,,,3,3,4,3,2,3,3,4,2,3,3,5,2,5,2,1,1,1,1,1,2,3,2,4,3,5,2,4,4,5,2,4,5,1,4,2,5,-2,3,4,4,1,4,2,4,2,5,2,3,4
574,797,2,,,,,,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,4,5,4,4,4,1,3,2,2,4,2,4,3,2,2,4,1,2,5,4,3,2,-4,3,2,1,3,4,4,2,2,3,1,4,3
575,799,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,3,5,1,5,5,3,3,5,5,1,3,3,3,1,5,1,5,5,5,3,5,5,5,2,3,3,-3,1,5,5,2,5,1,5,1,3,5,3,5
576,800,1,,,,,,3,3,4,4,2,3,2,3,2,4,4,2,4,1,4,4,4,3,4,3,4,4,2,2,3,3,2,4,2,4,3,4,3,4,2,2,3,-4,3,2,4,3,2,2,2,3,3,3,4,3
577,802,1,,,,,,1,3,4,5,4,3,2,5,3,3,3,4,5,2,2,1,5,4,2,4,1,2,2,5,1,5,2,5,5,3,5,1,3,1,4,1,4,-3,5,4,4,1,5,1,4,5,5,3,5,5
578,803,1,,,,,,4,2,2,2,3,2,4,3,3,3,3,3,4,3,4,4,3,3,3,2,2,4,3,4,2,4,2,4,4,3,3,2,3,2,4,2,4,-2,4,3,3,3,4,3,3,2,3,2,3,3
579,804,2,,,,,,3,2,4,3,4,2,3,3,3,3,3,4,3,4,2,2,2,2,3,2,2,5,3,4,2,3,2,4,4,3,4,4,5,3,2,4,3,-4,3,5,5,2,5,2,4,1,5,4,4,5
580,805,1,,,,,,2,3,3,3,4,2,3,4,1,4,4,2,4,2,2,3,4,4,4,3,3,3,2,4,1,5,2,3,4,3,2,5,4,3,2,4,4,-2,3,4,5,2,5,2,4,1,4,5,4,5
581,806,1,,,,,,3,5,1,5,1,5,1,5,1,5,5,3,5,1,1,3,4,4,4,5,3,3,2,4,1,3,2,5,4,3,3,4,5,4,3,5,3,-3,2,4,5,1,4,1,3,3,5,5,4,4
582,807,3,,,,,,3,1,4,2,5,1,4,3,4,2,4,5,3,3,5,2,4,2,4,4,2,4,5,3,3,4,2,4,4,3,2,5,3,4,1,4,3,-4,2,4,5,1,5,1,4,1,5,4,4,4
583,808,1,,,,,,3,3,3,2,5,1,4,4,5,2,2,4,3,5,2,1,1,1,1,1,2,5,2,4,2,3,2,4,5,4,4,3,4,3,4,2,5,-3,3,5,5,2,5,3,5,1,4,5,4,5
584,809,1,,,,,,3,3,4,3,4,2,4,3,2,2,3,3,4,3,5,4,3,3,4,2,1,3,2,5,2,4,2,5,4,4,3,4,3,4,2,2,2,-2,3,3,3,1,3,2,4,2,4,3,4,3
585,811,1,,,,,,5,1,5,1,5,1,5,1,5,4,4,2,5,4,3,1,5,3,2,2,2,5,3,5,2,4,1,3,3,5,2,5,4,5,1,4,3,-4,1,3,4,1,5,1,5,1,5,4,5,5
586,812,1,,,,,,2,2,3,4,3,2,2,4,2,5,4,3,4,3,2,3,4,3,2,2,2,5,4,4,3,3,2,3,4,4,1,4,4,4,1,4,3,-3,2,3,4,3,4,3,2,2,2,3,2,4
587,813,1,,,,,,4,2,5,2,5,1,5,3,3,2,3,3,4,3,3,2,4,3,2,4,1,5,1,5,2,5,1,5,5,4,3,3,4,3,4,3,4,-1,3,4,5,1,5,1,5,1,5,4,4,5
588,815,1,,,,,,3,1,5,1,3,1,3,1,5,3,1,3,2,5,2,2,1,1,2,1,2,5,3,5,1,2,2,2,4,4,5,3,5,4,1,5,3,-2,3,5,5,1,5,1,5,1,5,5,5,5
589,816,1,,,,,,3,2,4,3,3,3,4,3,3,3,3,3,2,1,3,3,2,2,4,3,1,4,5,5,1,4,2,5,5,4,4,2,3,4,2,1,3,-2,2,3,4,3,4,2,4,2,4,4,5,4
590,817,1,,,,,,3,3,3,3,4,2,3,2,4,3,3,5,3,4,3,2,4,3,2,2,2,5,2,4,2,4,2,4,4,5,4,4,5,3,2,2,2,-3,1,3,5,2,5,2,5,1,4,5,3,5
591,819,1,,,,,,5,1,5,2,5,2,5,2,5,2,1,4,4,2,2,2,2,1,1,1,2,5,1,4,2,3,1,3,5,5,3,3,5,3,2,3,3,-3,3,5,3,2,5,2,5,2,5,4,4,5
592,820,1,,,,,,3,1,4,3,5,1,4,3,3,1,4,3,4,1,5,5,3,3,5,5,3,4,4,3,3,3,2,3,3,3,2,3,3,4,1,5,2,-3,5,3,4,3,5,3,3,2,4,4,5,3
593,823,1,,,,,,1,4,3,4,4,3,5,5,3,5,4,4,3,3,5,1,3,2,5,2,2,4,4,5,3,4,3,4,5,3,4,3,5,2,2,2,5,-2,3,5,4,1,4,1,5,1,5,4,3,4
594,824,1,,,,,,5,2,5,1,4,1,5,3,5,1,2,3,2,2,1,2,1,1,1,1,1,5,3,5,2,4,1,5,5,5,3,3,3,3,1,3,3,-4,3,4,2,3,3,4,5,3,5,1,3,4
595,825,1,,,,,,2,1,4,4,1,1,4,5,3,5,2,4,1,4,2,3,2,2,3,1,1,4,2,5,1,5,2,4,4,3,3,1,5,2,2,1,5,-1,4,4,4,1,5,1,5,1,5,3,4,5
596,826,1,,,,,,3,3,5,3,3,2,3,3,2,5,2,4,4,4,4,4,4,4,4,1,2,2,1,4,3,2,3,4,3,2,4,5,5,1,4,2,4,-3,5,4,5,1,5,2,4,1,5,2,5,4
597,827,1,,,,,,3,3,3,4,3,3,3,5,3,3,2,5,3,3,1,3,2,1,2,3,2,3,3,4,3,3,3,4,4,3,5,2,5,1,4,2,4,-3,3,5,4,1,3,4,4,3,5,4,4,4
598,828,1,,,,,,3,1,3,1,5,1,3,3,5,3,5,1,5,1,4,3,5,5,2,5,1,5,2,5,5,5,1,3,5,4,1,5,3,3,1,5,5,-3,3,3,5,1,5,1,4,1,4,4,5,5
599,829,1,,,,,,1,4,1,5,2,5,2,5,1,5,2,5,3,4,5,3,4,2,3,2,3,1,1,4,3,5,3,1,4,3,3,4,3,3,2,4,5,-2,1,4,3,2,5,1,3,1,3,2,5,4
600,830,1,,,,,,2,3,4,2,4,2,4,4,4,2,4,3,4,3,2,3,4,2,4,2,2,3,1,5,3,5,3,4,4,4,3,2,2,2,4,2,2,-1,3,3,5,1,5,2,5,1,5,5,3,4
601,832,1,,,,,,3,2,5,2,4,2,3,3,3,2,1,4,3,3,3,1,1,1,2,2,2,4,2,4,2,3,2,4,3,3,3,5,3,4,1,4,2,-3,2,4,2,3,3,3,3,4,3,1,3,3
602,833,1,,,,,,2,4,3,5,1,4,2,5,2,4,4,3,5,2,2,4,4,4,4,4,3,2,2,4,4,5,3,4,4,3,3,3,4,3,4,3,5,-3,1,4,2,3,4,3,3,3,5,3,5,4
603,834,1,,,,,,1,2,3,2,2,3,2,3,2,2,4,2,4,1,3,3,4,3,3,4,2,4,3,4,3,4,3,3,2,3,1,1,4,2,4,1,4,-1,4,2,1,3,3,3,3,3,2,2,4,3
604,836,1,,,,,,3,1,5,2,5,1,4,3,4,3,5,2,5,3,4,4,2,1,3,1,1,5,4,5,2,5,1,5,5,5,2,5,4,4,1,4,5,-2,3,5,4,1,5,3,4,1,5,4,5,5
605,837,1,,,,,,3,2,4,2,3,2,2,3,3,4,2,4,3,4,2,2,4,2,4,2,2,4,4,5,2,5,3,5,5,4,3,5,4,3,2,5,4,-2,3,4,5,1,5,2,4,1,5,5,5,5
606,838,2,,,,,,1,5,2,4,1,4,1,5,2,5,4,2,4,2,4,4,4,3,3,3,2,5,1,5,2,5,1,4,5,2,3,4,3,3,2,4,4,-2,3,2,4,2,4,1,3,2,3,3,5,3
607,840,1,,,,,,3,2,2,4,3,2,2,5,2,4,4,3,4,2,3,4,2,2,3,3,2,4,3,3,2,4,3,3,4,4,4,5,4,5,1,5,2,-2,3,3,3,2,4,3,4,2,4,4,3,4
608,842,1,,,,,,3,1,5,1,5,1,5,4,2,1,3,2,4,3,3,3,1,2,2,3,2,5,1,5,3,4,1,5,4,5,4,2,5,1,3,1,4,-1,5,5,5,4,4,5,5,1,2,5,5,5
609,843,1,,,,,,2,4,3,5,1,5,2,1,1,4,3,3,3,2,1,3,2,2,2,2,1,4,1,5,1,3,1,5,5,4,2,5,5,3,3,5,4,-3,4,3,4,3,5,1,5,1,4,4,3,5
610,844,3,,,,,,3,3,4,3,3,3,2,3,4,4,1,5,1,3,1,1,1,1,1,1,3,3,1,3,4,3,2,2,1,4,3,1,3,2,5,1,4,-2,1,4,5,1,5,1,4,1,5,3,3,4
611,845,1,,,,,,2,3,3,4,4,3,2,1,3,3,3,5,4,3,4,3,2,1,3,4,1,3,4,5,2,5,2,3,4,2,3,4,2,3,1,4,3,-3,2,3,3,4,3,4,2,2,4,1,5,3
612,846,1,,,,,,3,2,2,4,2,2,2,4,2,4,4,3,4,1,4,2,4,4,3,4,1,4,2,4,2,4,2,4,4,3,2,4,4,4,2,4,4,-4,2,3,4,2,4,2,3,2,4,3,4,3
