EmployeeNumber,Age,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_Yes
140,59,24,2,-4,5,-23,1420,2,4,1,3,32,2,5,4,18844,21922,9,21,4,4,80,1,30,3,3,3,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
141,50,20,9,0,17,-11,1115,1,3,1,1,73,3,5,2,18172,9755,3,19,3,1,80,0,28,1,2,8,3,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
142,25,16,1,-3,7,-26,240,5,3,1,3,46,2,2,3,5744,26959,1,11,3,4,80,0,6,1,3,6,4,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
143,25,4,4,-14,3,-25,1280,7,1,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,2,3,2,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
144,22,28,22,16,22,-6,534,15,3,1,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
145,51,21,7,-11,11,-27,1456,1,4,1,1,30,2,3,1,7484,25796,3,20,4,3,80,0,23,1,2,13,12,12,8,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
147,34,14,4,-8,9,-15,658,7,3,1,1,66,1,2,3,6074,22887,1,24,4,4,80,0,9,3,3,9,7,0,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
148,54,24,3,18,26,-8,142,26,3,1,4,30,4,4,4,17328,13871,2,12,3,3,80,0,23,3,3,5,3,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
150,24,25,-1,14,17,-22,1127,18,1,1,2,52,3,1,3,2774,13257,0,12,3,3,80,1,6,2,3,5,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
151,34,16,10,-6,19,-20,1031,6,4,1,3,45,2,2,2,4505,15000,6,15,3,3,80,1,12,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
152,37,29,10,-2,10,-23,1189,3,3,1,3,87,3,3,4,7428,14506,2,12,3,1,80,0,12,3,3,5,3,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
153,34,30,8,16,1,-22,1354,5,3,1,3,45,2,3,1,11631,5615,2,12,3,4,80,0,14,6,3,11,10,5,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
154,36,23,26,-14,12,-20,1467,11,2,1,2,92,3,3,4,9738,22952,0,14,3,3,80,1,10,6,3,9,7,2,8,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
155,36,10,14,-1,24,-16,922,3,2,1,1,39,3,1,4,2835,2561,5,22,4,1,80,1,7,2,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
158,43,27,12,4,20,-4,394,26,2,1,3,92,3,4,4,16959,19494,1,12,3,4,80,2,25,3,4,25,12,4,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
159,30,31,18,13,18,-5,1312,23,3,1,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,2,10,7,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
160,33,16,0,15,-1,-24,750,22,2,1,3,95,3,2,2,6146,15480,0,13,3,1,80,1,8,2,4,7,7,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
161,56,20,7,-6,17,-27,441,14,4,1,2,72,3,1,2,4963,4510,9,18,3,1,80,3,7,2,3,5,4,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
162,51,14,24,-10,15,-23,684,6,3,1,1,51,3,5,3,19537,6462,7,13,3,3,80,0,23,5,3,20,18,15,15,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
163,31,23,2,8,2,-16,249,6,4,1,2,76,1,2,3,6172,20739,4,18,3,2,80,0,12,3,2,7,7,7,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
164,26,20,0,7,16,-27,841,6,3,1,3,46,2,1,2,2368,23300,1,19,3,3,80,0,5,3,2,5,4,4,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
165,58,24,17,2,23,-14,147,23,4,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,3,2,40,10,15,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
167,19,29,7,-2,5,-31,528,22,1,1,4,50,3,1,3,1675,26820,1,19,3,4,80,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
169,22,25,8,12,16,-10,594,2,1,1,3,100,3,1,4,2523,19299,0,14,3,3,80,1,3,2,3,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
170,49,29,19,16,25,-5,470,20,4,1,3,96,3,2,1,6567,5549,1,14,3,3,80,0,16,2,2,15,11,5,11,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
171,43,18,-5,-4,5,-23,957,28,3,1,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,2,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
174,50,25,10,13,20,-29,809,12,3,1,3,77,3,3,4,9208,6645,4,11,3,4,80,0,16,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
175,31,17,11,-11,8,-16,542,20,3,1,2,71,1,2,3,4559,24788,3,11,3,3,80,1,4,2,3,2,2,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
176,41,18,16,-1,18,-6,802,9,1,1,3,96,3,3,3,8189,21196,3,13,3,3,80,1,12,2,3,9,7,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
177,26,23,4,17,15,-18,1355,25,1,1,3,61,3,1,3,2942,8916,1,23,4,4,80,1,8,3,3,8,7,5,7,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
178,36,28,10,0,4,-23,216,6,2,1,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,0,3,3,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
179,51,19,14,1,19,-10,1150,8,4,1,1,53,1,3,4,10650,25150,2,15,3,4,80,0,18,2,3,4,2,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
182,39,21,2,20,21,-28,1329,4,4,1,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,1,4,15,11,5,9,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
183,25,26,-8,-2,23,-21,959,28,3,1,1,41,2,2,3,8639,24835,2,18,3,4,80,0,6,3,3,2,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
184,30,15,14,-10,-4,-26,1240,9,3,1,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,2,1,11,9,4,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
190,32,27,24,1,21,-19,1033,9,3,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,2,4,5,4,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
192,45,32,21,11,23,-13,1316,29,3,1,3,83,3,1,4,3452,9752,5,13,3,2,80,0,9,2,2,6,5,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
193,38,17,-2,10,22,-11,364,3,5,1,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,2,3,3,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
194,30,22,9,-7,1,-30,438,18,3,1,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,4,2,5,4,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
195,32,23,16,9,18,-22,689,9,2,1,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,2,4,8,7,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
197,30,19,0,10,3,-22,201,5,3,1,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,3,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
198,30,27,6,1,26,-8,1427,2,1,1,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,3,5,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
199,41,19,4,14,16,-13,857,10,3,1,4,91,2,4,1,17181,12888,4,13,3,2,80,1,21,2,2,7,6,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
200,41,26,13,-1,17,-17,933,9,4,1,3,94,3,1,1,2238,6961,2,21,4,4,80,1,7,2,3,5,0,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
201,19,17,5,5,16,-14,1181,3,1,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
202,40,10,1,14,19,-25,1395,26,3,1,2,54,3,2,2,5605,8504,1,11,3,1,80,1,20,2,3,20,7,2,13,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
204,35,24,17,6,20,-15,662,1,5,1,3,94,3,3,2,7295,11439,1,13,3,1,80,2,10,3,3,10,8,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
205,53,16,6,-4,17,-10,1436,6,2,1,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,3,1,7,7,4,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
206,45,21,19,-15,4,-33,194,9,3,1,2,60,3,2,2,2348,10901,8,18,3,3,80,1,20,2,1,17,9,0,15,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
207,32,23,9,-3,14,-20,967,8,3,1,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,2,3,9,8,3,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
208,29,26,8,-13,19,-20,1496,1,1,1,4,41,3,2,3,4319,26283,1,13,3,1,80,1,10,1,3,10,7,0,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
211,51,20,-1,16,23,-12,1169,7,4,1,2,34,2,2,3,6132,13983,2,17,3,3,80,0,10,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
214,58,31,15,15,25,-8,1145,9,3,1,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
215,40,15,8,-5,8,-32,630,4,4,1,3,67,2,3,4,10855,8552,7,11,3,1,80,1,15,2,2,12,11,2,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
216,34,19,16,1,18,-19,303,2,4,1,3,75,3,1,3,2231,11314,6,18,3,4,80,1,6,3,3,4,3,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
217,22,30,19,12,22,-17,1256,19,1,1,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,6,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
218,27,20,-5,-18,17,-24,691,9,3,1,4,57,3,1,2,2024,5970,6,18,3,4,80,1,6,1,1,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
221,28,30,9,12,20,-22,440,21,3,1,3,42,3,1,4,2713,6672,1,11,3,3,80,1,5,2,1,5,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
223,57,27,-5,10,19,-14,334,24,2,1,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,2,1,5,3,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
224,27,21,17,-2,16,-7,1450,3,3,1,3,79,2,1,3,2566,25326,1,15,3,4,80,1,1,2,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
226,50,19,-3,1,20,-25,1452,11,3,1,3,53,3,5,2,19926,17053,3,15,3,2,80,0,21,5,3,5,4,4,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
227,41,25,8,-7,10,-18,465,14,3,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,2,3,9,8,1,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
228,30,21,11,1,22,-34,1339,5,3,1,2,41,3,3,4,9419,8053,2,12,3,3,80,1,12,2,3,10,9,7,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
230,38,19,2,-14,10,2,702,1,4,1,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,2,4,8,3,0,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
231,32,28,12,10,26,-5,120,6,5,1,3,43,3,1,3,3038,12430,3,20,4,1,80,0,8,2,3,5,4,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
233,27,21,12,-12,0,-26,1157,17,3,1,3,51,3,1,2,3058,13364,0,16,3,4,80,1,6,3,2,5,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
235,19,22,3,-7,18,-26,602,1,1,1,3,100,1,1,1,2325,20989,0,21,4,1,80,0,1,5,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
238,36,19,0,-5,9,-25,1480,3,2,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,3,2,8,7,7,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
239,30,32,22,17,24,-2,111,9,3,1,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,4,3,12,9,6,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
240,45,20,18,-7,4,-2,1268,4,2,1,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,3,4,5,4,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
241,56,24,11,-7,11,-13,713,8,3,1,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,3,2,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
242,33,20,0,-5,17,-34,134,2,3,1,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,2,4,3,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
243,19,25,14,3,15,-17,303,2,3,1,2,47,2,1,4,1102,9241,1,22,4,3,80,0,1,3,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
244,46,24,13,0,13,-19,526,1,2,1,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,2,3,24,13,15,7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
245,38,18,-2,-5,11,-17,1380,9,2,1,3,75,3,1,4,2288,6319,1,12,3,3,80,0,2,3,3,2,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
246,31,26,12,6,15,-15,140,12,1,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,0,3,4,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
247,34,31,0,9,-3,-16,629,27,2,1,4,95,3,1,2,2311,5711,2,15,3,4,80,0,9,3,3,3,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
248,41,20,6,-12,-2,-36,1356,20,2,1,2,70,3,1,2,3140,21728,1,22,4,4,80,0,4,5,2,4,3,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
249,50,30,5,17,21,-6,328,1,3,1,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,2,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
250,53,24,8,-11,14,-33,1084,13,2,1,4,57,4,2,1,4450,26250,1,11,3,3,80,2,5,3,3,4,2,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
252,33,31,4,-6,11,-35,931,14,3,1,4,72,3,1,2,2756,4673,1,13,3,4,80,1,8,5,3,8,7,1,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
253,40,17,12,11,12,-17,989,4,1,1,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,2,3,20,8,9,9,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
254,55,16,7,-3,11,-10,692,14,4,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,3,24,15,2,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
256,34,28,3,-11,-4,-12,1069,2,1,1,4,45,2,2,3,9547,14074,1,17,3,3,80,0,10,2,2,10,9,1,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
258,51,10,11,-8,13,-19,313,3,3,1,4,98,3,4,2,13734,7192,3,18,3,3,80,0,21,6,3,7,7,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
259,52,11,1,2,18,-11,699,1,4,1,3,65,2,5,3,19999,5678,0,14,3,1,80,1,34,5,3,33,18,11,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
260,27,17,3,3,18,-26,894,9,3,1,4,99,3,1,2,2279,11781,1,16,3,4,80,0,7,2,2,7,7,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
261,35,19,15,6,16,-15,556,23,2,1,2,50,2,2,3,5916,15497,3,13,3,1,80,0,8,1,3,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
262,43,20,6,-15,-6,-17,1344,7,3,1,4,37,4,1,4,2089,5228,4,14,3,4,80,3,7,3,4,5,4,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
264,45,22,3,-9,12,-21,1195,2,2,1,1,65,2,4,4,16792,20462,9,23,4,4,80,1,22,1,3,20,8,11,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
267,37,16,-8,13,16,-7,290,21,3,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,3,2,8,7,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
269,35,15,7,-11,5,-23,138,2,3,1,2,37,3,2,2,4425,15986,5,11,3,4,80,0,10,5,3,6,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
270,42,14,13,5,19,-15,926,21,2,1,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,5,3,5,3,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
271,38,12,14,13,20,-15,1261,2,4,1,4,88,3,2,3,6553,7259,9,14,3,2,80,0,14,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
273,38,26,4,-17,13,-6,1084,29,3,1,4,54,3,2,4,6261,4185,3,18,3,1,80,1,9,3,1,7,7,1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
274,27,18,13,-1,16,-19,472,1,1,1,3,60,2,2,1,4298,9679,5,19,3,3,80,1,6,1,3,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
275,49,9,0,-20,-2,-29,1002,18,4,1,4,92,3,2,4,6804,23793,1,15,3,1,80,2,7,0,3,7,7,1,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
277,34,15,0,-1,13,-20,878,10,4,1,4,43,3,1,3,3815,5972,1,17,3,4,80,1,5,4,4,5,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
281,40,26,11,19,24,-31,905,19,2,1,3,99,3,2,4,2741,16523,8,15,3,3,80,1,15,2,4,7,2,3,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
282,38,14,17,-13,11,-14,1180,29,1,1,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,2,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
283,29,27,17,5,20,-4,121,27,3,1,2,35,3,3,4,7639,24525,1,22,4,4,80,3,10,3,2,10,4,1,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
284,22,16,14,-10,9,-25,1136,5,3,1,4,60,4,1,2,2328,12392,1,16,3,1,80,1,4,2,2,4,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
286,36,12,11,-3,3,-17,635,18,1,1,2,73,3,1,4,2153,7703,1,13,3,1,80,0,8,2,3,8,1,1,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
287,40,15,15,14,24,-11,1151,9,5,1,4,63,2,2,4,4876,14242,9,14,3,4,80,1,5,5,1,3,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
288,46,22,22,-10,-8,-8,644,1,4,1,4,97,3,3,1,9396,12368,7,16,3,3,80,1,17,3,3,4,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
291,32,17,16,-11,-4,-17,1045,4,4,1,4,32,1,3,4,10400,25812,1,11,3,3,80,0,14,2,2,14,8,9,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
292,30,21,2,2,16,-18,829,1,1,1,3,88,2,3,3,8474,20925,1,22,4,3,80,0,12,2,3,11,8,5,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
293,27,27,13,-9,4,-28,1242,20,3,1,4,90,3,2,3,9981,12916,1,14,3,4,80,0,7,2,3,7,7,0,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
296,51,14,7,-5,16,-19,1469,8,4,1,2,81,2,3,2,12490,15736,5,16,3,4,80,2,16,5,1,10,9,4,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
