,EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
70,91.0,Mixed Race,23,1,0,1,1,US,19.0,9.0,9.0,20.0,-10.0,5.0,4,4.0,4,5.0,2,4.0,5,2.0,2.0,2,1.0,5,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5,5.0,5,4.0,4,5.0,3,4,5,3,3.0,4,4.0,2,3.0,3,4.0,3,4,3,4.0,4,4.0,4,5.0,4,3,2,4
71,94.0,Caucasian (European),14,1,0,1,1,US,24.0,11.0,-5.0,18.0,-36.0,4.0,2,1.0,4,5.0,1,4.0,2,1.0,1.0,1,1.0,1,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3,5.0,5,4.0,5,4.0,4,4,3,4,3.0,3,2.0,3,2.0,5,4.0,5,4,4,4.0,5,4.0,2,5.0,4,5,4,5
72,95.0,Caucasian (European),19,1,1,1,1,IE,28.0,-2.0,0.0,15.0,-20.0,4.0,2,3.0,2,4.0,5,1.0,3,1.0,2.0,5,1.0,2,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4,3.0,5,4.0,4,5.0,4,4,3,3,1.0,3,3.0,1,1.0,4,2.0,2,2,4,5.0,5,5.0,4,5.0,5,4,5,4
73,96.0,Caucasian (European),15,1,0,1,1,NZ,16.0,-1.0,-12.0,19.0,-26.0,2.0,2,2.0,3,1.0,3,1.0,2,1.0,1.0,3,1.0,3,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5,5.0,5,5.0,3,5.0,4,4,3,3,1.0,3,1.0,1,1.0,3,3.0,3,4,2,3.0,4,4.0,4,3.0,3,3,5,3
74,97.0,Caucasian (European),49,0,0,1,1,FI,28.0,-5.0,4.0,11.0,-15.0,4.0,4,2.0,5,4.0,4,2.0,2,4.0,2.0,4,2.0,4,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4,4.0,4,2.0,4,4.0,3,3,4,2,1.0,3,2.0,1,1.0,3,2.0,2,2,5,5.0,4,5.0,4,4.0,5,5,5,4
75,98.0,Caucasian (Middle East),47,1,0,0,2,US,25.0,10.0,-17.0,20.0,-24.0,1.0,2,1.0,1,1.0,1,2.0,2,1.0,1.0,2,3.0,1,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4,5.0,4,4.0,5,5.0,4,4,5,3,2.0,5,4.0,1,2.0,4,5.0,3,5,3,3.0,5,4.0,5,5.0,5,3,5,5
76,100.0,Caucasian (European),23,0,0,1,2,BE,15.0,13.0,-5.0,24.0,-24.0,2.0,4,3.0,4,5.0,1,1.0,1,1.0,1.0,4,1.0,3,2.0,1.0,3.0,5.0,1.0,3.0,5.0,5,5.0,5,5.0,5,5.0,3,5,5,4,2.0,5,5.0,1,4.0,4,5.0,3,4,5,2.0,3,2.0,2,4.0,4,4,4,3
77,101.0,Caucasian (European),19,0,0,1,1,FI,22.0,12.0,-14.0,-2.0,-30.0,1.0,2,1.0,2,4.0,1,1.0,1,2.0,1.0,1,1.0,1,1.0,2.0,4.0,4.0,2.0,1.0,3.0,2,1.0,2,3.0,3,2.0,2,2,2,4,4.0,5,3.0,2,4.0,4,2.0,4,4,4,3.0,5,3.0,4,5.0,4,4,4,4
78,102.0,Caucasian (European),36,1,1,1,1,US,20.0,22.0,-5.0,17.0,-24.0,4.0,1,3.0,5,4.0,1,1.0,2,1.0,2.0,3,1.0,3,2.0,3.0,3.0,3.0,1.0,3.0,5.0,5,2.0,4,5.0,4,4.0,5,4,3,5,4.0,4,4.0,4,5.0,5,5.0,5,5,5,2.0,3,4.0,4,3.0,4,5,4,4
79,103.0,Caucasian (European),21,1,0,1,1,GB,26.0,-1.0,4.0,22.0,-31.0,3.0,4,4.0,4,5.0,4,2.0,4,2.0,1.0,1,1.0,1,5.0,1.0,1.0,2.0,3.0,1.0,5.0,5,4.0,5,5.0,4,5.0,5,5,3,4,1.0,2,1.0,2,1.0,4,3.0,2,3,4,4.0,5,4.0,4,5.0,5,4,5,4
80,104.0,Caucasian (European),21,0,0,1,1,BE,31.0,7.0,5.0,18.0,-34.0,5.0,3,5.0,5,5.0,1,4.0,3,1.0,1.0,1,1.0,2,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5,1.0,5,5.0,3,5.0,5,5,3,3,1.0,5,1.0,1,1.0,4,5.0,5,5,5,5.0,5,5.0,4,5.0,5,5,5,5
81,105.0,Caucasian (European),13,1,1,1,1,GB,22.0,5.0,-7.0,6.0,-34.0,2.0,3,3.0,3,1.0,2,1.0,3,2.0,1.0,4,1.0,1,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2,2.0,3,4.0,3,2.0,3,3,4,3,3.0,4,2.0,3,2.0,3,3.0,3,3,4,5.0,4,5.0,2,4.0,4,4,5,3
82,106.0,Mixed Race,21,0,0,1,5,US,15.0,16.0,1.0,16.0,-18.0,3.0,3,5.0,3,3.0,3,2.0,3,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3,3.0,4,4.0,5,4.0,4,4,4,3,5.0,4,5.0,4,5.0,5,3.0,3,3,2,4.0,4,3.0,4,3.0,4,2,3,4
83,107.0,Caucasian (European),32,0,1,1,1,HR,18.0,17.0,15.0,17.0,-6.0,4.0,5,3.0,5,5.0,4,5.0,5,5.0,5.0,3,3.0,3,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4,4.0,4,5.0,4,4.0,4,4,5,5,5.0,5,4.0,3,5.0,2,4.0,5,3,5,4.0,3,3.0,3,5.0,5,2,3,3
84,110.0,Caucasian (European),33,1,0,1,1,US,27.0,16.0,17.0,21.0,-15.0,5.0,5,4.0,5,5.0,5,5.0,5,4.0,3.0,4,2.0,3,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5,5.0,5,5.0,4,5.0,1,5,5,3,4.0,4,4.0,4,5.0,4,5.0,4,3,4,4.0,5,4.0,5,5.0,5,4,4,5
85,112.0,Caucasian (European),33,1,1,1,1,US,21.0,15.0,9.0,12.0,-10.0,4.0,4,4.0,4,4.0,4,4.0,4,4.0,4.0,4,4.0,4,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4,4.0,4,4.0,4,4.0,4,2,4,4,3.0,4,4.0,4,4.0,4,4.0,4,4,4,4.0,4,3.0,4,4.0,4,4,4,4
86,113.0,Caucasian (European),16,1,1,1,1,GB,21.0,5.0,-1.0,4.0,-24.0,4.0,2,3.0,2,4.0,5,3.0,3,1.0,3.0,3,2.0,1,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3,2.0,4,3.0,4,2.0,3,3,2,2,4.0,3,2.0,3,3.0,4,2.0,3,3,5,4.0,5,4.0,2,5.0,4,3,4,3
87,116.0,Caucasian (European),21,0,0,1,1,BE,27.0,6.0,2.0,8.0,-24.0,4.0,2,4.0,4,3.0,4,2.0,4,2.0,2.0,3,1.0,2,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1,5.0,4,3.0,3,2.0,3,4,4,3,3.0,5,3.0,2,1.0,4,3.0,2,4,4,5.0,5,5.0,4,5.0,5,4,4,4
88,117.0,Caucasian (European),31,0,0,1,5,NO,13.0,13.0,7.0,13.0,-8.0,3.0,5,4.0,5,5.0,2,3.0,3,4.0,5.0,5,4.0,1,5.0,4.0,5.0,5.0,3.0,3.0,5.0,3,5.0,4,4.0,3,4.0,3,3,3,3,5.0,2,5.0,5,4.0,4,3.0,2,4,3,2.0,3,3.0,3,2.0,5,1,4,5
89,118.0,Caucasian (European),17,1,1,1,1,US,31.0,-1.0,-17.0,22.0,-16.0,1.0,1,1.0,1,2.0,1,1.0,3,1.0,2.0,3,1.0,1,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5,5.0,3,5.0,5,4,4,1,2.0,5,5.0,1,1.0,1,3.0,1,3,5,5.0,5,5.0,5,5.0,4,5,5,5
90,119.0,Caucasian (European),26,1,0,1,5,GB,15.0,14.0,-4.0,18.0,-16.0,3.0,3,3.0,3,4.0,2,3.0,2,1.0,3.0,3,3.0,3,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4,4.0,5,5.0,4,4.0,3,4,4,3,4.0,4,3.0,4,4.0,5,3.0,4,4,5,4.0,2,4.0,2,2.0,4,4,4,2
91,120.0,Caucasian (European),34,0,1,1,1,BE,32.0,7.0,5.0,26.0,-27.0,4.0,3,4.0,4,5.0,2,3.0,3,3.0,1.0,4,1.0,1,2.0,2.0,3.0,3.0,3.0,1.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,4,1.0,5,3.0,1,2.0,2,4.0,4,5,5,5.0,5,5.0,5,5.0,5,5,5,5
92,121.0,Mixed Race,21,1,0,1,1,ZA,20.0,26.0,0.0,18.0,-6.0,5.0,5,3.0,5,5.0,1,1.0,1,3.0,5.0,3,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,3,5.0,3,5.0,5,3,3,5,5.0,5,5.0,5,5.0,5,5.0,5,5,3,5.0,4,5.0,4,1.0,5,2,5,4
93,124.0,Caucasian (European),26,0,0,1,2,US,23.0,11.0,10.0,13.0,-8.0,3.0,5,4.0,3,5.0,5,4.0,4,2.0,5.0,5,5.0,5,1.0,5.0,4.0,4.0,1.0,5.0,2.0,5,5.0,2,2.0,4,4.0,5,4,4,4,3.0,4,3.0,4,3.0,3,3.0,4,4,4,4.0,4,4.0,4,5.0,5,3,4,4
94,125.0,Caucasian (European),22,0,0,1,1,NO,18.0,6.0,1.0,8.0,-2.0,3.0,3,2.0,4,4.0,3,4.0,4,2.0,5.0,4,4.0,4,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3,2.0,3,3.0,3,3.0,4,2,5,5,1.0,4,3.0,2,4.0,3,3.0,2,3,5,3.0,4,2.0,4,4.0,3,4,4,3
95,126.0,Caucasian (European),19,0,0,1,1,NO,16.0,6.0,-9.0,18.0,-31.0,2.0,2,4.0,2,3.0,1,3.0,2,1.0,1.0,2,1.0,1,2.0,2.0,2.0,2.0,3.0,1.0,5.0,4,4.0,5,4.0,5,5.0,3,4,3,2,4.0,4,3.0,2,3.0,4,4.0,2,2,4,3.0,4,5.0,1,4.0,3,3,4,3
96,128.0,Caucasian (European),19,0,1,1,1,FI,20.0,-3.0,-10.0,7.0,-17.0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,4.0,4,4.0,3,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4,1.0,4,3.0,3,3.0,4,3,3,3,3.0,3,1.0,1,2.0,1,3.0,2,2,4,4.0,4,4.0,3,4.0,4,4,4,3
97,129.0,Mixed Race,21,1,0,1,1,US,30.0,3.0,9.0,20.0,-17.0,5.0,5,5.0,5,5.0,5,1.0,3,1.0,3.0,4,3.0,3,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5,3.0,5,5.0,3,5.0,5,5,4,3,1.0,4,2.0,1,2.0,3,4.0,3,4,4,5.0,5,5.0,5,5.0,5,4,5,5
98,131.0,Caucasian (European),49,0,1,1,1,BE,26.0,20.0,11.0,22.0,-7.0,5.0,5,3.0,4,5.0,4,4.0,4,4.0,3.0,5,3.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,4,5.0,3,5.0,5,4,5,4,3.0,5,5.0,5,5.0,4,3.0,5,5,5,5.0,4,5.0,4,5.0,4,2,5,5
99,132.0,Caucasian (European),18,1,0,1,1,US,28.0,16.0,3.0,22.0,-18.0,3.0,4,2.0,5,4.0,5,2.0,3,2.0,2.0,3,2.0,2,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5,4.0,5,4.0,5,4.0,5,5,5,4,4.0,5,4.0,4,3.0,4,4.0,4,4,3,5.0,5,5.0,5,5.0,5,3,5,5
100,133.0,Caucasian (European),32,1,0,1,4,US,10.0,2.0,-8.0,16.0,-24.0,3.0,2,2.0,1,5.0,1,2.0,3,2.0,2.0,3,2.0,3,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3,4.0,4,5.0,5,5.0,4,4,3,4,3.0,3,2.0,1,2.0,1,4.0,4,2,2,3.0,3,3.0,4,2.0,4,2,3,2
101,134.0,Caucasian (European),60,1,0,1,1,US,32.0,13.0,-4.0,25.0,-23.0,2.0,5,3.0,5,3.0,3,1.0,1,2.0,2.0,3,2.0,1,1.0,2.0,4.0,4.0,2.0,4.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,2,2.0,5,2.0,1,5.0,5,5.0,5,5,5,5.0,5,5.0,5,5.0,5,5,5,5
102,137.0,Caucasian (European),22,1,0,1,1,IE,23.0,0.0,-8.0,19.0,-31.0,3.0,2,2.0,3,4.0,1,2.0,2,2.0,1.0,2,1.0,1,2.0,1.0,2.0,2.0,3.0,2.0,5.0,4,2.0,4,5.0,5,4.0,4,5,5,2,2.0,4,3.0,1,1.0,3,3.0,2,3,5,3.0,5,3.0,3,5.0,5,5,4,3
103,138.0,Caucasian (European),24,1,1,1,1,PL,19.0,16.0,-19.0,4.0,-9.0,1.0,1,1.0,2,1.0,1,1.0,1,1.0,4.0,5,4.0,3,4.0,4.0,4.0,3.0,5.0,3.0,5.0,2,5.0,1,5.0,2,1.0,3,1,3,4,5.0,4,5.0,2,4.0,5,3.0,4,4,4,5.0,3,2.0,3,5.0,5,4,2,4
104,139.0,Caucasian (North African),16,0,0,0,1,BR,25.0,9.0,-1.0,18.0,-10.0,4.0,3,3.0,3,5.0,2,4.0,2,1.0,3.0,4,2.0,4,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5,4.0,5,3.0,5,5.0,4,3,3,3,4.0,3,2.0,2,2.0,5,3.0,4,5,4,5.0,4,5.0,4,5.0,4,2,5,5
105,140.0,Caucasian (European),20,0,1,1,1,SK,24.0,2.0,-4.0,5.0,-23.0,2.0,2,3.0,3,4.0,2,2.0,4,2.0,2.0,3,2.0,2,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3,3.0,2,2.0,3,3.0,3,4,3,3,3.0,3,3.0,2,2.0,2,2.0,2,4,4,5.0,4,5.0,4,5.0,4,3,4,4
106,141.0,Mixed Race,47,1,0,1,2,US,20.0,9.0,0.0,17.0,-11.0,4.0,3,3.0,3,3.0,2,4.0,2,3.0,4.0,3,3.0,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4,5.0,4,4.0,4,4.0,3,4,4,2,4.0,3,4.0,3,4.0,3,4.0,3,3,3,4.0,4,4.0,5,5.0,4,2,3,4
107,142.0,Caucasian (European),15,1,0,1,1,US,16.0,1.0,-3.0,7.0,-26.0,5.0,2,4.0,3,4.0,2,1.0,2,2.0,1.0,4,2.0,2,1.0,4.0,2.0,2.0,1.0,3.0,4.0,3,1.0,3,4.0,3,4.0,3,3,3,4,1.0,4,2.0,1,2.0,2,2.0,4,3,3,4.0,3,3.0,2,3.0,5,4,4,3
108,143.0,Mixed Race,17,1,0,1,1,US,4.0,4.0,-14.0,3.0,-25.0,3.0,3,1.0,3,1.0,1,1.0,1,1.0,2.0,5,1.0,1,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2,5.0,2,2.0,4,3.0,2,2,3,3,1.0,4,5.0,1,5.0,3,3.0,1,2,1,5.0,3,1.0,1,1.0,3,1,5,1
109,144.0,Mixed Race,13,1,0,2,1,US,28.0,22.0,16.0,22.0,-6.0,5.0,5,1.0,5,5.0,5,5.0,5,5.0,5.0,1,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5,5.0,5,5.0,5,5.0,5,5,5,5,1.0,5,5.0,5,5.0,5,5.0,5,5,5,5.0,5,5.0,5,5.0,5,5,1,5
110,145.0,Caucasian (European),16,0,0,1,1,HR,21.0,7.0,-11.0,11.0,-27.0,2.0,1,1.0,2,2.0,1,1.0,4,1.0,1.0,1,1.0,4,2.0,4.0,2.0,3.0,1.0,2.0,4.0,5,4.0,2,2.0,5,4.0,4,2,3,5,2.0,2,3.0,1,1.0,5,3.0,4,5,4,4.0,5,3.0,4,4.0,5,2,5,3
111,147.0,Caucasian (Middle East),23,0,0,1,1,SA,14.0,4.0,-8.0,9.0,-15.0,2.0,2,4.0,4,2.0,4,1.0,1,1.0,3.0,5,4.0,3,4.0,4.0,1.0,2.0,4.0,3.0,4.0,3,5.0,2,3.0,3,4.0,3,2,4,4,5.0,2,2.0,3,3.0,1,3.0,1,4,2,2.0,3,3.0,4,4.0,3,3,5,3
112,148.0,Caucasian (European),30,1,0,1,1,US,24.0,3.0,18.0,26.0,-8.0,4.0,5,5.0,5,5.0,5,5.0,5,4.0,3.0,4,3.0,4,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,4,2.0,3,2.0,3,1.0,2,5.0,3,2,3,4.0,4,5.0,5,5.0,4,3,4,5
113,150.0,Caucasian (European),17,1,0,1,1,US,25.0,-1.0,14.0,17.0,-22.0,5.0,4,5.0,5,5.0,3,5.0,5,4.0,2.0,2,1.0,2,4.0,4.0,2.0,4.0,1.0,4.0,4.0,5,1.0,4,5.0,5,4.0,5,4,4,1,1.0,4,2.0,1,1.0,3,2.0,4,4,3,4.0,5,5.0,5,5.0,4,2,5,5
114,151.0,Caucasian (North African),20,1,0,1,2,US,16.0,10.0,-6.0,19.0,-20.0,3.0,3,2.0,3,3.0,2,2.0,2,2.0,2.0,3,2.0,3,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4,4.0,4,5.0,4,4.0,4,5,4,4,4.0,3,3.0,3,3.0,3,4.0,4,3,3,4.0,4,4.0,3,4.0,3,2,4,3
115,152.0,Caucasian (European),25,1,1,1,1,US,29.0,10.0,-2.0,10.0,-23.0,4.0,2,2.0,4,4.0,1,4.0,4,1.0,2.0,3,1.0,2,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4,4.0,4,4.0,2,4.0,2,4,2,4,4.0,4,2.0,1,4.0,4,4.0,4,3,5,5.0,5,5.0,4,5.0,4,5,5,4
116,153.0,Caucasian (European),27,0,1,1,1,BR,30.0,8.0,16.0,1.0,-22.0,5.0,4,5.0,4,5.0,4,5.0,5,5.0,2.0,2,3.0,4,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3,3.0,2,2.0,2,2.0,1,4,4,4,3.0,4,3.0,3,3.0,3,3.0,2,4,5,5.0,5,5.0,5,5.0,4,5,4,5
117,154.0,Caucasian (European),25,1,0,1,1,US,23.0,26.0,-14.0,12.0,-20.0,2.0,2,1.0,2,2.0,1,1.0,2,2.0,2.0,3,2.0,1,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4,5.0,4,3.0,2,4.0,4,3,3,5,5.0,5,5.0,5,5.0,5,5.0,5,5,5,4.0,4,4.0,4,4.0,4,4,5,3
118,155.0,Caucasian (European),21,1,0,1,2,US,10.0,14.0,-1.0,24.0,-16.0,4.0,3,4.0,4,3.0,2,2.0,2,2.0,2.0,2,2.0,4,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,3,4,2.0,4,4.0,4,4.0,4,5.0,4,3,3,3.0,4,2.0,2,3.0,4,2,3,2
119,158.0,Caucasian (European),59,1,1,1,1,IE,27.0,12.0,4.0,20.0,-4.0,2.0,4,4.0,4,4.0,3,4.0,4,4.0,5.0,4,4.0,5,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4,5.0,4,5.0,5,5.0,4,4,3,3,5.0,2,5.0,3,4.0,3,3.0,4,4,5,3.0,5,5.0,5,5.0,3,5,4,5
120,159.0,Caucasian (European),30,1,0,1,2,US,31.0,18.0,13.0,18.0,-5.0,4.0,5,4.0,4,5.0,4,5.0,4,4.0,4.0,3,4.0,5,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5,5.0,4,5.0,3,5.0,4,3,4,4,4.0,5,5.0,4,5.0,3,5.0,3,4,5,5.0,5,5.0,5,5.0,5,5,4,5
121,160.0,Caucasian (European),37,1,0,1,1,US,16.0,0.0,15.0,-1.0,-24.0,5.0,5,5.0,5,5.0,3,2.0,5,5.0,5.0,1,3.0,4,1.0,1.0,1.0,2.0,1.0,5.0,3.0,3,3.0,2,1.0,1,1.0,2,2,5,1,2.0,1,2.0,2,1.0,2,5.0,3,5,4,2.0,1,2.0,5,1.0,5,4,5,5
122,161.0,Mixed Race,27,0,0,1,1,NZ,20.0,7.0,-6.0,17.0,-27.0,2.0,3,2.0,3,2.0,2,3.0,2,3.0,1.0,3,1.0,2,4.0,3.0,2.0,2.0,2.0,1.0,4.0,4,4.0,4,4.0,4,4.0,5,4,4,3,2.0,3,2.0,3,4.0,3,4.0,3,4,4,4.0,4,4.0,3,5.0,3,3,4,4
123,162.0,Caucasian (North African),41,1,0,0,2,US,14.0,24.0,-10.0,15.0,-23.0,3.0,3,2.0,2,3.0,2,1.0,1,1.0,2.0,2,2.0,3,4.0,2.0,2.0,2.0,2.0,4.0,5.0,4,4.0,4,4.0,4,3.0,4,4,3,5,5.0,5,5.0,3,5.0,5,5.0,5,5,3,3.0,3,2.0,4,3.0,4,3,4,3
124,163.0,Caucasian (European),18,1,1,1,1,GB,23.0,2.0,8.0,2.0,-16.0,4.0,5,4.0,3,3.0,4,4.0,5,2.0,3.0,4,3.0,2,1.0,5.0,3.0,5.0,2.0,4.0,2.0,3,1.0,2,2.0,2,3.0,3,3,5,3,2.0,4,3.0,2,2.0,2,3.0,2,3,3,4.0,5,4.0,3,5.0,4,4,4,5
125,164.0,Caucasian (European),21,1,0,1,1,US,20.0,0.0,7.0,16.0,-27.0,4.0,3,4.0,4,4.0,4,4.0,4,3.0,1.0,2,1.0,2,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4,3.0,5,4.0,4,4.0,4,4,4,2,2.0,4,1.0,2,2.0,3,3.0,2,3,3,4.0,4,4.0,4,4.0,3,4,4,4
126,165.0,Caucasian (North African),15,1,0,1,1,US,24.0,17.0,2.0,23.0,-14.0,3.0,5,2.0,3,4.0,3,1.0,1,5.0,3.0,5,1.0,2,3.0,5.0,3.0,4.0,3.0,5.0,5.0,3,5.0,5,5.0,5,4.0,5,5,5,4,2.0,5,4.0,3,5.0,5,3.0,5,5,4,5.0,4,4.0,4,5.0,5,4,3,4
127,167.0,Caucasian (European),18,0,0,1,1,BR,29.0,7.0,-2.0,5.0,-31.0,5.0,1,2.0,4,5.0,1,3.0,4,1.0,1.0,1,2.0,4,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2,3.0,3,3.0,3,3.0,2,4,3,3,1.0,4,3.0,3,3.0,3,4.0,3,4,5,5.0,5,4.0,5,4.0,4,5,5,5
128,169.0,Caucasian (European),20,1,1,0,1,GB,25.0,8.0,12.0,16.0,-10.0,5.0,5,4.0,5,5.0,4,3.0,3,4.0,5.0,4,2.0,3,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5,3.0,5,3.0,3,5.0,4,4,4,3,4.0,4,2.0,3,4.0,3,4.0,2,3,4,4.0,4,4.0,5,5.0,4,4,5,4
129,170.0,Mixed Race,35,1,1,1,1,US,29.0,19.0,16.0,25.0,-5.0,5.0,5,5.0,5,5.0,5,2.0,4,5.0,5.0,5,1.0,5,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,4,3.0,4,4.0,3,5.0,5,5.0,5,5,4,4.0,5,5.0,5,5.0,5,4,5,5
130,171.0,Caucasian (European),24,1,0,1,1,GB,18.0,-5.0,-4.0,5.0,-23.0,4.0,2,2.0,3,4.0,3,2.0,1,3.0,2.0,2,2.0,2,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3,3.0,3,3.0,3,3.0,2,3,2,1,2.0,3,2.0,1,2.0,2,2.0,1,3,4,4.0,4,3.0,3,5.0,3,3,4,3
131,174.0,Caucasian (European),33,1,0,1,1,US,25.0,10.0,13.0,20.0,-29.0,5.0,4,5.0,5,4.0,5,2.0,4,4.0,1.0,2,2.0,3,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5,5.0,5,5.0,4,5.0,4,4,2,1,3.0,3,3.0,4,4.0,5,5.0,4,2,5,5.0,3,5.0,4,4.0,4,4,5,4
132,175.0,Mixed Race,20,0,0,1,1,PH,17.0,11.0,-11.0,8.0,-16.0,1.0,2,1.0,2,5.0,1,1.0,2,1.0,3.0,3,2.0,3,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3,3.0,3,4.0,3,4.0,4,2,2,3,3.0,4,4.0,2,4.0,4,4.0,4,3,3,5.0,4,4.0,3,4.0,3,2,4,3
133,176.0,Caucasian (European),59,1,0,1,1,US,18.0,16.0,-1.0,18.0,-6.0,4.0,4,2.0,4,4.0,3,1.0,3,3.0,4.0,4,5.0,4,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4,3.0,4,4.0,5,4.0,5,4,4,4,4.0,4,5.0,4,4.0,4,5.0,2,4,4,3.0,3,4.0,4,3.0,4,4,4,3
134,177.0,Caucasian (European),19,1,0,0,1,CA,23.0,4.0,17.0,15.0,-18.0,4.0,5,5.0,5,5.0,3,5.0,5,5.0,2.0,3,1.0,2,4.0,4.0,4.0,4.0,1.0,5.0,5.0,3,4.0,3,3.0,4,4.0,5,4,4,2,2.0,4,2.0,2,4.0,3,3.0,3,3,5,4.0,5,3.0,3,5.0,3,4,5,4
135,178.0,Mixed Race,26,0,1,1,1,BR,28.0,10.0,0.0,4.0,-23.0,4.0,2,4.0,2,4.0,2,4.0,4,2.0,3.0,3,2.0,2,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3,2.0,3,3.0,2,3.0,3,4,2,4,2.0,4,3.0,4,2.0,3,4.0,4,4,5,4.0,5,5.0,5,5.0,4,3,5,5
136,179.0,Caucasian (European),24,0,0,1,1,CA,19.0,14.0,1.0,19.0,-10.0,5.0,4,3.0,4,5.0,2,3.0,1,1.0,3.0,5,3.0,1,5.0,4.0,5.0,5.0,2.0,5.0,5.0,3,4.0,5,2.0,5,4.0,5,5,5,5,1.0,5,5.0,3,2.0,4,3.0,5,5,2,2.0,5,3.0,5,5.0,5,1,5,4
137,182.0,Caucasian (European),31,1,0,1,2,US,21.0,2.0,20.0,21.0,-28.0,5.0,5,5.0,5,5.0,5,5.0,5,5.0,2.0,3,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5,3.0,5,5.0,5,5.0,4,4,5,3,1.0,3,3.0,1,1.0,3,5.0,3,3,3,4.0,5,4.0,3,5.0,5,3,2,5
138,183.0,Caucasian (European),30,1,0,1,1,US,26.0,-8.0,-2.0,23.0,-21.0,4.0,3,2.0,3,5.0,1,2.0,4,3.0,2.0,2,1.0,1,1.0,4.0,3.0,5.0,4.0,4.0,5.0,5,3.0,5,5.0,5,5.0,4,5,5,2,2.0,3,1.0,1,1.0,2,2.0,1,1,5,5.0,5,5.0,4,5.0,4,1,5,5
139,184.0,Caucasian (Middle East),18,1,0,1,1,US,15.0,14.0,-10.0,-4.0,-26.0,4.0,2,1.0,2,5.0,1,1.0,2,1.0,2.0,3,1.0,1,5.0,2.0,2.0,4.0,1.0,1.0,2.0,3,1.0,2,3.0,1,1.0,3,2,2,4,4.0,5,3.0,2,5.0,5,3.0,3,4,2,4.0,4,5.0,1,4.0,3,2,5,3
140,190.0,Mixed Race,24,1,0,1,5,US,27.0,24.0,1.0,21.0,-19.0,5.0,4,3.0,3,5.0,2,2.0,3,1.0,2.0,4,1.0,2,3.0,3.0,3.0,5.0,2.0,4.0,5.0,4,5.0,4,4.0,4,5.0,5,4,5,5,5.0,5,5.0,4,5.0,5,4.0,5,5,4,5.0,5,5.0,5,5.0,4,4,4,4
